,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,111/06/01,18:37:11,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託商業銀行公告 111年現金股利「配息基準日」,第 14款,111/06/01,"1.董事會、股東會決議或公司決定日期:111/06/01 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額: 現金股利總額新台幣12,137,190,151元，每股配發新台幣0.82029元。 4.除權（息）交易日:NA 5.最後過戶日:NA 6.停止過戶起始日期:NA 7.停止過戶截止日期:NA 8.除權（息）基準日:111/06/09 9.其他應敘明事項:111/06/10",2891
1,5,111/06/01,18:42:33,邱雅玲,資深副總經理,(02)3327-7777,"代中國信託商業銀行日本子行The Tokyo Star Bank,  Limited公告NAC Holdings Limited股票投資案",第 24款,111/06/01,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件， 如股息率等）: NAC Holdings Limited；Shares 2.事實發生日:111/06/01 3.交易單位數量、每單位價格及交易總金額: 22,503股、每股USD1、USD22,503 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司 之關係人者，得免揭露其姓名）: NAC Holdings Limited；非利害關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及 前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之 關係、前次移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告 關係人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分 債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人 之債權帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表 說明認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要 約定事項: 交付或付款條件（含付款時間及金額）：依合約規定辦理 其他重要約定事項：依合約規定辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 相關條件依合約規定辦理 BOD of The Tokyo Star Bank, Limited 11.取得或處分有價證券標的公司每股淨值:不適用 12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:否 13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、 持股比例及權利受限情形（如質押情形）: 22,503股、USD 22,503、0.075% 股權受限情形（如質押情形）：不適用 14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財 務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 佔總資產比例0.255%、佔歸屬於母公司業主之權益比例3.988%、營運資金金額：不適用 15.經理人及經紀費用: 不適用 16.取得或處分之具體目的或用途: 投資目的 17.本次交易表示異議董事之意見: 不適用 18.本次交易為關係人交易: 否 19.董事會通過日期: 不適用 20.監察人承認或審計委員會同意日期: 不適用 21.本次交易會計師出具非合理性意見:不適用 22.會計師事務所名稱: 不適用 23.會計師姓名: 不適用 24.會計師開業證書字號: 不適用 25.其他敘明事項: USD/TWD=29.08 as of 2022/6/1",2891
2,6,111/06/01,18:43:33,邱雅玲,資深副總經理,(02)3327-7777,"代中國信託商業銀行日本子行The Tokyo Star Bank,  Limited公告AZORRA EAGLE HOLDINGS DAC 股票投資案",第 24款,111/06/01,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件， 如股息率等）: AZORRA EAGLE HOLDINGS DAC；Shares 2.事實發生日:111/06/01 3.交易單位數量、每單位價格及交易總金額: 12股、每股USD0.01、USD0.12 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司 之關係人者，得免揭露其姓名）: AZORRA EAGLE HOLDINGS DAC；非利害關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及 前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之 關係、前次移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告 關係人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分 債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人 之債權帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表 說明認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要 約定事項: 交付或付款條件（含付款時間及金額）：依合約規定辦理 其他重要約定事項：依合約規定辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 相關條件依合約規定辦理 BOD of The Tokyo Star Bank, Limited 11.取得或處分有價證券標的公司每股淨值:不適用 12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:否 13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、 持股比例及權利受限情形（如質押情形）: 12股、USD0.12 、0.12% 股權受限情形（如質押情形）：不適用 14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財 務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 佔總資產比例0.255%、佔歸屬於母公司業主之權益比例3.988%、營運資金金額：不適用 15.經理人及經紀費用: 不適用 16.取得或處分之具體目的或用途: 投資目的 17.本次交易表示異議董事之意見: 不適用 18.本次交易為關係人交易: 否 19.董事會通過日期: 不適用 20.監察人承認或審計委員會同意日期: 不適用 21.本次交易會計師出具非合理性意見:不適用 22.會計師事務所名稱: 不適用 23.會計師姓名: 不適用 24.會計師開業證書字號: 不適用 25.其他敘明事項: USD/TWD=29.08 as of 2022/6/1",2891
3,7,111/06/01,18:44:11,邱雅玲,資深副總經理,(02)3327-7777,"代中信銀日本子行The Tokyo Star Bank, Ltd公告 Waystone Corporate Services (IE) Ltd股票投資案",第 24款,111/06/01,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件， 如股息率等）: Waystone Corporate Services (IE) Limited；Shares 2.事實發生日:111/06/01 3.交易單位數量、每單位價格及交易總金額: 209,825股、USD0.014、USD2,962.24 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司 之關係人者，得免揭露其姓名）: Waystone Corporate Services (IE) Limited；非利害關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及 前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之 關係、前次移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告 關係人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分 債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人 之債權帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表 說明認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要 約定事項: 交付或付款條件（含付款時間及金額）：依合約規定辦理 其他重要約定事項：依合約規定辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 相關條件依合約規定辦理 Credit Risk Committee of The Tokyo Star Bank, Limited 11.取得或處分有價證券標的公司每股淨值:不適用 12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:否 13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、 持股比例及權利受限情形（如質押情形）: 209,825股、USD2,962.24 、6.17% 股權受限情形（如質押情形）：不適用 14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財 務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 佔總資產比例0.255%、佔歸屬於母公司業主之權益比例3.988%、營運資金金額：不適用 15.經理人及經紀費用: 不適用 16.取得或處分之具體目的或用途: 投資目的 17.本次交易表示異議董事之意見: 不適用 18.本次交易為關係人交易: 否 19.董事會通過日期: 不適用 20.監察人承認或審計委員會同意日期: 不適用 21.本次交易會計師出具非合理性意見:不適用 22.會計師事務所名稱: 不適用 23.會計師姓名: 不適用 24.會計師開業證書字號: 不適用 25.其他敘明事項: USD/TWD=29.08 as of 2022/6/1",2891
4,4,111/06/01,18:50:30,邱雅玲,資深副總經理,(02)3327-7777,(更正111/5/27公告)中信金控代台灣人壽公告擬參與午資開發(股)公司 現金增資,第 20款,111/05/27,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: 午資開發股份有限公司　普通股 2.事實發生日:111/5/27~111/5/27 3.交易單位數量、每單位價格及交易總金額: 不超過834,600,000股；每股新臺幣10元；總金額不超過新臺幣83.46億元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: 午資開發股份有限公司；關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 參與午資開發股份有限公司增資以配合興建工程所需； 不適用；不適用；不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明 認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 不超過834,600,000股；每股新臺幣10元；總金額不超過新臺幣83.46億元， 分次交付依午資開發股份有限公司董事會決議及股東繳款通知辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 為維持原持股比例，參與午資開發股份有限公司增資，經董事會決議， 以每股面額新臺幣10元進行現金增資 11.取得或處分有價證券標的公司每股淨值:                   8.63元 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 不超過1,076,160,000股；不超過新臺幣10,922,793,333元； 持股比例99%；權利受限情形：無 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 占總資產比例：23.62%；占歸屬於母公司業主權益之比例：382.88% 最近期營運資金數額：不適用 14.經紀人及經紀費用: 無 15.取得或處分之具體目的或用途: 依保險法之規定，為壽險資金之運用及參與公共建設案。 配合興建所需，進行現金增資。 16.本次交易表示異議董事之意見: 無 17.本次交易為關係人交易:是 18.董事會通過日期: 民國111年5月27日 19.監察人承認或審計委員會同意日期: 民國111年5月26日 20.本次交易會計師出具非合理性意見:不適用 21.會計師事務所名稱: 不適用 22.會計師姓名: 不適用 23.會計師開業證書字號: 不適用 24.是否涉及營運模式變更:否 25.營運模式變更說明: 不適用 26.過去一年及預計未來一年內與交易相對人交易情形: 過去一年：無 未來一年：台灣人壽董事會同意民國111年以新台幣19.01億元為上限 參與午資開發股份有限公司現金增資 27.資金來源: 自有資金 28.其他敘明事項: 更正111年5月27日公告中信金控代台灣人壽公告擬參與午資開發(股) 公司111年現金增資新臺幣19.01億元，全案擬不逾新臺幣83.46億元辦理。 台灣人壽109年1月31日董事會同意以新臺幣62.1423億元為上限分次參與 午資開發股份有限公司現金增資，實際增資新臺幣4.95億元。 台灣人壽111年5月27日董事會同意後續增資金額調整為以新臺幣83.46億 元為上限參與午資開發股份有限公司現金增資，後續辦理情形， 再行補充公告。",2891
5,1,111/06/02,14:32:29,邱雅玲,資深副總經理,(02)3327-7777,本公司將於111年06月08日參加Citi舉辦之投資人說明會 (Pan-Asia Regional Investor Conference 2022),第 12款,111/06/08,符合條款第四條第XX款：12 事實發生日：111/06/08 1.召開法人說明會之日期：111/06/08 2.召開法人說明會之時間：10 時 00 分  3.召開法人說明會之地點：線上 4.法人說明會擇要訊息：本公司將於111年06月08日參加Citi舉辦之投資人說明會(Pan-Asia Regional Investor Conference 2022) 5.其他應敘明事項：無 完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,2891
6,3,111/06/07,17:03:59,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託商業銀行公告本公司取得印度商塔塔顧問服務有限公司 之核心現代化套裝產品授權,第 20款,111/06/07,1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: 核心現代化套裝產品軟體授權 2.事實發生日:111/6/7~111/6/7 3.交易單位數量、每單位價格及交易總金額: 核心現代化套裝產品軟體授權一批，共計約當新台幣3.30億元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: 印度商塔塔顧問服務有限公司；無 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明 認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 分批次付款，依簽訂之合約條款辦理款項交付；無 10.本次交易之決定方式、價格決定之參考依據及決策單位: 交易之決定方式及價格決定之參考依據:議價；董事會授權董事長 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 不適用 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 不適用 14.經紀人及經紀費用: 不適用 15.取得或處分之具體目的或用途: 降低營運風險、打造靈活架構、創新敏捷交付、資訊維運優化 16.本次交易表示異議董事之意見: 無 17.本次交易為關係人交易:否 18.董事會通過日期: 不適用 19.監察人承認或審計委員會同意日期: 不適用 20.本次交易會計師出具非合理性意見:否 21.會計師事務所名稱: 信佑聯合會計師事務所 22.會計師姓名: 林昶佑 23.會計師開業證書字號: 金管會證字第4562號 24.是否涉及營運模式變更:否 25.營運模式變更說明: 不適用 26.過去一年及預計未來一年內與交易相對人交易情形: 不適用 27.資金來源: 不適用 28.其他敘明事項: 無,2891
7,2,111/06/07,17:06:20,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託商業銀行公告委託台灣國際商業機器股份有限公 司進行銀行IT核心現代化系統專案子案,第 20款,111/06/07,1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: IT核心現代化系統專案子案「核心現代化計劃管理專業服務及系統整合服務」 2.事實發生日:111/6/7~111/6/7 3.交易單位數量、每單位價格及交易總金額: 計劃管理專業服務及系統整合服務，共計約當新台幣41.76億元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: 台灣國際商業機器股份有限公司；無 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明 認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 分批次付款，依簽訂之合約條款辦理款項交付；無 10.本次交易之決定方式、價格決定之參考依據及決策單位: 交易之決定方式及價格決定之參考依據:議價；董事會授權董事長 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 不適用 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 不適用 14.經紀人及經紀費用: 不適用 15.取得或處分之具體目的或用途: 降低營運風險、打造靈活架構、創新敏捷交付、資訊維運優化 16.本次交易表示異議董事之意見: 無 17.本次交易為關係人交易:否 18.董事會通過日期: 不適用 19.監察人承認或審計委員會同意日期: 不適用 20.本次交易會計師出具非合理性意見:否 21.會計師事務所名稱: 信佑聯合會計師事務所 22.會計師姓名: 林昶佑 23.會計師開業證書字號: 金管會證字第4562號 24.是否涉及營運模式變更:否 25.營運模式變更說明: 不適用 26.過去一年及預計未來一年內與交易相對人交易情形: 不適用 27.資金來源: 不適用 28.其他敘明事項: 無,2891
8,1,111/06/07,17:32:42,邱雅玲,資深副總經理,(02)3327-7777,補充說明本公司110年11月19日公告董事會 決議發行無擔保普通公司債之發行條件,第 11款,111/06/07,1.董事會決議日期:NA 2.名稱﹝XX公司第X次（有、無）擔保公司債﹞:中國信託金融控股股份有限公司 一一一年度第二次無擔保普通公司債(補充) 3.是否採總括申報發行公司債(是/否):否 4.發行總額:發行總額為新臺幣參拾柒億元整。(補充) 5.每張面額:新臺幣壹仟萬元整。(補充) 6.發行價格:依票面金額十足發行。 7.發行期間:發行期間為5年。(補充) 8.發行利率:票面利率為固定利率年息1.60%。(補充) 9.擔保品之種類、名稱、金額及約定事項:無 10.募得價款之用途及運用計畫:用於償還借款。(補充) 11.承銷方式:委託證券承銷商對外公開承銷。 12.公司債受託人:永豐商業銀行股份有限公司。(補充) 13.承銷或代銷機構:委任中國信託綜合證券股份有限公司為主辦承銷商。 14.發行保證人:無 15.代理還本付息機構:中國信託商業銀行股份有限公司。(補充) 16.簽證機構:無 17.能轉換股份者，其轉換辦法:不適用 18.賣回條件:無 19.買回條件:無 20.附有轉換、交換或認股者，其換股基準日:不適用 21.附有轉換、交換或認股者，對股權可能稀釋情形:不適用 22.其他應敘明事項:一一一年度第二次無擔保普通公司債業經主管機關申報生效在案， 後續將向中華民國證券櫃檯買賣中心申請於櫃檯買賣交易。(補充),2891
9,4,111/06/07,17:58:41,邱雅玲,資深副總經理,(02)3327-7777,代子公司中信證公告取得中國信託金融控股(股)公司 一一一年度第二次無擔保普通公司債   補充111/5/11公告,第 20款,111/06/07,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: 中國信託金融控股股份有限公司一一一年度第二次無擔保普通公司債 2.事實發生日:111/6/7~111/6/7 3.交易單位數量、每單位價格及交易總金額: 交易單位數量:270單位 每單位價格:每張面額為新臺幣壹仟萬元 交易總金額:新臺幣27億元整 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: 交易相對人:中國信託金融控股股份有限公司 與公司之關係:中國信託綜合證券為中國信託金融控股股份有限公司之子公司 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 擔任中國信託金融控股股份有限公司一一一年度第二次無擔保普通公司債募集及發行之 承銷商 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用。 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用。 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明 認列情形）: 不適用。 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 交付或付款條件：於交割日一次付清 契約限制條款及其他重要約定事項：無 10.本次交易之決定方式、價格決定之參考依據及決策單位: 交易之決定方式：議價 價格決定之參考依據：市價 決策單位：經董事會決議通過並依內部核決權限辦理 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 數量：270單位 金額：新臺幣27億元整 持股比例及權利受限情形：不適用 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 有價證券投資（含本次交易）占公司最近期財務報表中總資產比例:0.27% 有價證券投資（含本次交易）占歸屬於母公司業主之權益之比例:4.59 % 營運資金:NT$9,001,488,000 14.經紀人及經紀費用: 不適用。 15.取得或處分之具體目的或用途: 因擔任公司債之承銷商而協助銷售及交割事宜 16.本次交易表示異議董事之意見: 無 17.本次交易為關係人交易:是 18.董事會通過日期: 111/5/11 19.監察人承認或審計委員會同意日期: 111/5/11 20.本次交易會計師出具非合理性意見:不適用 21.會計師事務所名稱: 不適用。 22.會計師姓名: 不適用。 23.會計師開業證書字號: 不適用。 24.是否涉及營運模式變更:否 25.營運模式變更說明: 不適用。 26.過去一年及預計未來一年內與交易相對人交易情形: 不適用。 27.資金來源: 營運資金。 28.其他敘明事項: 無。",2891
