,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,110/11/05,16:29:52,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託綜合證券(香港)有限公司 (CTBC Asia Limited)公告總經理異動,第 6款,110/11/05,1.董事會決議日期或發生變動日期:110/11/05 2.人員別（請輸入董事長或總經理）:總經理 3.舊任者姓名:鄭偉智 4.舊任者簡歷:中國信託綜合證券(香港)有限公司(CTBC Asia Limited)總經理 5.新任者姓名:侯佳龍 6.新任者簡歷:中國信託綜合證券(香港)有限公司(CTBC Asia Limited)協理 7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、 「退休」、「逝世」或「新任」）:職務調整 8.異動原因:業務需要 9.新任生效日期:110/11/15 10.其他應敘明事項:無,2891
1,2,110/11/05,16:31:09,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託綜合證券(香港)有限公司 CTBC Asia Limited公告新任董事,第 6款,110/11/05,1.發生變動日期:110/11/05 2.法人名稱:中國信託綜合證券股份有限公司 3.舊任者姓名:無 4.舊任者簡歷:無 5.新任者姓名:侯佳龍 6.新任者簡歷:中國信託綜合證券(香港)有限公司CTBC Asia Limited協理 7.異動原因:新任 8.原任期（例xx/xx/xx至xx/xx/xx）:不適用 9.新任生效日期:110年11月15日 10.其他應敘明事項:無,2891
2,2,110/11/08,17:58:00,邱雅玲,資深副總經理,(02)3327-7777,代中國信託商業銀行(股)公司公告菲律賓子行 CTBC Bank (Philippines) Corp. 董事辭任,第 6款,110/11/08,1.發生變動日期:110/11/08 2.法人名稱:中國信託商業銀行股份有限公司 3.舊任者姓名:李文宏 4.舊任者簡歷:CTBC Bank (Philippines) Corp. 董事長 5.新任者姓名:無 6.新任者簡歷:無 7.異動原因:辭任 8.原任期（例xx/xx/xx至xx/xx/xx）:110/06/24至111/06/23 9.新任生效日期:無 10.其他應敘明事項:辭任生效日110/12/16,2891
3,1,110/11/08,17:58:01,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託商業銀行印尼子行公告股東臨時會重要 決議事項,第 18款,110/11/08,1.股東臨時會日期:110/11/08 2.重要決議事項:同意經營管理階層Lasmintono先生之辭任，生效日為110/11/13。 3.其他應敘明事項:無,2891
4,4,110/11/08,18:45:03,邱雅玲,資深副總經理,(02)3327-7777,代台灣人壽公告 核准投資InfraVia European Fund V SCSp,第 24款,110/11/08,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件， 如股息率等）: InfraVia European Fund V SCSp；為基礎建設基金 2.事實發生日:110/11/08 3.交易單位數量、每單位價格及交易總金額: 不適用、不適用、不超過歐元25,000,000元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司 之關係人者，得免揭露其姓名）: InfraVia V GP S.a r.l.、非關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及 前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之 關係、前次移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告 關係人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分 債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人 之債權帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表 說明認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要 約定事項: 交付或付款條件（含付款期間及金額）：依合約規定辦理； 契約限制條款及其他重要約定事項(註一)：依合約規定辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 本次交易之決定方式、價格決定之參考依據：依合約規定辦理； 決策單位：依本公司核決權限 11.取得或處分有價證券標的公司每股淨值:不適用 12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:不適用 13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、 持股比例及權利受限情形（如質押情形）: 母公司：無持有此交易證券 本公司：不適用、不超過歐元25,000,000元、預計約0.83%、無 子公司：無持有此交易證券 14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財 務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 佔總資產比例0.93%、佔歸屬於母公司業主之權益比例14.51%、 營運資金：不適用 15.經理人及經紀費用: 不適用 16.取得或處分之具體目的或用途: 依保險法之規定，為壽險資金之運用 17.本次交易表示異議董事之意見: 不適用 18.本次交易為關係人交易: 否 19.董事會通過日期: 不適用 20.監察人承認或審計委員會同意日期: 不適用 21.本次交易會計師出具非合理性意見:否 22.會計師事務所名稱: 青田會計師事務所 23.會計師姓名: 許明雄 24.會計師開業證書字號: 北市會證字第3723號 25.其他敘明事項: 無",2891
5,3,110/11/08,19:37:28,邱雅玲,資深副總經理,(02)3327-7777,中國信託金融控股股份有限公司公告本公司暨主要子公司 110年度十月份自結盈餘,第 51款,110/11/08,1.事實發生日:110/11/08 2.公司名稱:中國信託金融控股股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:公告中國信託金融控股股份有限公司暨主要子公司110年度十月份自結盈餘 6.因應措施:無 7.其他應敘明事項: 單位:億元         十月損益        累計一~十月損益 --------------------------------------------------------------------------- 公司別            稅前    稅後    稅前     稅後    稅後EPS(元) 中信金控          49.04   39.62   582.84   504.37   2.53 中國信託銀行      30.55   25.80   303.39   254.23   1.72 台灣人壽          14.45   10.67   256.49   236.57   3.80  註：累計1-10月不含外匯價格變動準備金之稅後EPS(元) 中信金控       2.49 台灣人壽       3.66,2891
6,1,110/11/10,18:00:42,邱雅玲,資深副總經理,(02)3327-7777,代台灣人壽公告 核准投資Bessemer Venture Partners India Institutional  L.P.,第 24款,110/11/10,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件， 如股息率等）: Bessemer Venture Partners India Institutional L.P.；為私募基金 2.事實發生日:110/11/10 3.交易單位數量、每單位價格及交易總金額: 不適用、不適用、不超過美元5,000,000元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司 之關係人者，得免揭露其姓名）: Deer India & Co. L.P.、非關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及 前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之 關係、前次移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告 關係人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分 債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人 之債權帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表 說明認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要 約定事項: 交付或付款條件（含付款期間及金額）：依合約規定辦理； 契約限制條款及其他重要約定事項(註一)：依合約規定辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 本次交易之決定方式、價格決定之參考依據：依合約規定辦理； 決策單位：依本公司核決權限 11.取得或處分有價證券標的公司每股淨值:不適用 12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:不適用 13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、 持股比例及權利受限情形（如質押情形）: 母公司：無持有此交易證券 本公司：不適用、不超過美元5,000,000元、預計約2.86%、無 子公司：無持有此交易證券 14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財 務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 佔總資產比例0.92%、佔歸屬於母公司業主之權益比例14.39%、 營運資金：不適用 15.經理人及經紀費用: 不適用 16.取得或處分之具體目的或用途: 依保險法之規定，為壽險資金之運用 17.本次交易表示異議董事之意見: 不適用 18.本次交易為關係人交易: 否 19.董事會通過日期: 不適用 20.監察人承認或審計委員會同意日期: 不適用 21.本次交易會計師出具非合理性意見:不適用 22.會計師事務所名稱: 不適用 23.會計師姓名: 不適用 24.會計師開業證書字號: 不適用 25.其他敘明事項: 無",2891
7,1,110/11/11,17:33:52,邱雅玲,資深副總經理,(02)3327-7777,代子公司Land and Houses Bank Public Company Limited 公告股東臨時會重要決議事項,第 18款,110/11/11,1.股東臨時會日期:110/11/11 2.重要決議事項:1.同意2021股東常會會議記錄 2.同意董事薪資報酬分派 3.承認 截至2021/6/30之六個月盈餘分派 3.其他應敘明事項:無,2891
8,1,110/11/15,18:46:50,邱雅玲,資深副總經理,(02)3327-7777,中信金控代子公司台灣人壽保險股份有限公司公告 高雄特貿三評選結果與國揚實業股份有限公司合組之團隊 獲選為「南基地北側」之最優申請人,第 51款,110/11/15,1.事實發生日:110/11/15 2.公司名稱:台灣人壽保險股份有限公司 3.與公司關係(請輸入本公司或子公司):子公司 4.相互持股比例:本公司持股100%之子公司 5.傳播媒體名稱:自由時報 6.報導內容:全台最大公辦都更案「高雄特貿三」評選結果出爐 7.發生緣由:高雄市政府都市發展局新聞 8.因應措施:待收到市府公文依主管機關規定辦理 9.其他應敘明事項:由高雄市政府都市發展局發布新聞稿得知本公司與國揚實業股份 有限公司合組之團隊為特貿三南基地北側最優申請人,2891
9,1,110/11/17,19:33:20,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託創業投資(股)公司公告， 決議投資和順興智能移動有限合夥(暫名),第 24款,110/11/17,1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件， 如股息率等）: 和順興智能移動有限合夥(暫名)；私募基金 2.事實發生日:110/11/17 3.交易單位數量、每單位價格及交易總金額: 不適用、不適用、不超過新台幣8億元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司 之關係人者，得免揭露其姓名）: 中國信託資本有限公司(普通合夥人)；中國信託創業投資(股)公司100%持有之子公司 富泰國際投資(股)公司(普通合夥人)；非關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及 前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之 關係、前次移轉日期及移轉金額: 選定關係人為交易對象之原因：獲取良好投資報酬 前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、 前次移轉日期及移轉金額：不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告 關係人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分 債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人 之債權帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表 說明認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要 約定事項: 依合約規定辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 本次交易之決定方式、價格決定之參考依據：依合約規定辦理 決策單位： 董事會 11.取得或處分有價證券標的公司每股淨值:不適用 12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:不適用 13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、 持股比例及權利受限情形（如質押情形）: 母公司：無持有此交易證券 本公司：不適用、不超過新台幣8億元、最高不超過最終募資規模的20%、無 子公司：不適用、不超過新台幣1億元、最高不超過最終募資規模的1%、無 14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財 務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 佔總資產比例0.04%、佔歸屬於母公司業主之權益比例0.63%、營運資金：不適用 15.經理人及經紀費用: 不適用 16.取得或處分之具體目的或用途: 長期投資 17.本次交易表示異議董事之意見: 無 18.本次交易為關係人交易: 是 19.董事會通過日期: 1.民國110年11月17日 20.監察人承認或審計委員會同意日期: 不適用 21.本次交易會計師出具非合理性意見:否 22.會計師事務所名稱: 神達會計師事務所 23.會計師姓名: 張世宗 24.會計師開業證書字號: 北市會證字第1649號 25.其他敘明事項: 無,2891
