,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,110/05/03,17:24:57,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託資產管理股份有限公司公告 決議擬投資資產,第 51款,110/05/03,1.事實發生日:110/05/03 2.公司名稱:中國信託資產管理股份有限公司 3.與公司關係(請輸入本公司或子公司):子公司 4.相互持股比例:中國信託金控100%持股子公司 5.發生緣由:中國信託資產管理股份有限公司董事會決議擬投資資產 6.因應措施:無 7.其他應敘明事項:無,2891
1,2,110/05/03,17:27:32,邱雅玲,資深副總經理,(02)3327-7777,公告子公司中國信託資產管理股份有限公司董事會代行 股東會重要決議事項,第 18款,110/05/03,1.股東常會日期:110/05/03 2.重要決議事項一、盈餘分配或盈虧撥補: 承認109年度盈餘分派案。 3.重要決議事項二、章程修訂:無。 4.重要決議事項三、營業報告書及財務報表:承認109年度決算表冊案。 5.重要決議事項四、董監事選舉:無。 6.重要決議事項五、其他事項:無。 7.其他應敘明事項:依金融控股公司法規定由董事會代行股東會職權。,2891
2,3,110/05/03,17:30:43,邱雅玲,資深副總經理,(02)3327-7777,公告子公司中國信託資產管理股份有限公司辦理減資,第 11款,110/05/03,"1.董事會決議日期:110/05/03 2.減資緣由:配合金控母公司中國信託金融控股股份有限公司之業務規劃 3.減資金額:新台幣3,000,000,000元 4.消除股份:300,000,000股 5.減資比率:56% 6.減資後股本:新台幣2,358,820,000元 7.預定股東會日期:不適用 8.預計減資新股上市後之上市普通股股數:不適用 9.預計減資新股上市後之上市普通股股數占已發行普通股比率 （減資後上市普通股股數/減資後已發行普通股股數）:不適用 10.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者， 請說明股權流通性偏低之因應措施:不適用 11.減資基準日:本案為董事會代行股東會職權,另授權董事長訂定減資基準日 12.其他應敘明事項:無",2891
3,4,110/05/03,17:33:28,邱雅玲,資深副總經理,(02)3327-7777,公告子公司中國信託資產管理股份有限公司董事會代行 股東會重要決議事項,第 18款,110/05/03,1.股東臨時會日期:110/05/03 2.重要決議事項:決議辦理減資新台幣30億元 3.其他應敘明事項:依金融控股公司法規定由董事會代行股東會職權,2891
4,1,110/05/05,14:19:52,邱雅玲,資深副總經理,(02)3327-7777,本公司代子公司中國信託商業銀行(下稱「中國信託」)公告 發行一一○年度第二期無擔保主順位金融債券新臺幣壹拾億元整,第 11款,110/05/05,1.董事會決議日期:NA 2.名稱﹝XX公司第X次（有、無）擔保公司債﹞: 中國信託商業銀行股份有限公司一一○年度第二期無擔保主順位金融債券 3.發行總額:新臺幣壹拾億元整 4.每張面額:新臺幣壹佰萬元 5.發行價格:於發行日依票面金額十足發行 6.發行期間:本債券發行期間為五年 7.發行利率:本債券票面利率為固定年利率0.43% 8.擔保品之種類、名稱、金額及約定事項:無 9.募得價款之用途及運用計畫:用於社會效益投資計畫之放款 10.承銷方式:無 11.公司債受託人:無 12.承銷或代銷機構:無 13.發行保證人:無 14.代理還本付息機構:由中國信託辦理還本付息事宜，並以臺灣集中保管結算所股份 有限公司提供之債券持有人名冊資料辦理款項劃撥作業。 15.簽證機構:無 16.能轉換股份者，其轉換辦法:不適用 17.賣回條件:無 18.買回條件:無 19.附有轉換、交換或認股者，其換股基準日:不適用 20.附有轉換、交換或認股者，對股權可能稀釋情形:不適用 21.其他應敘明事項:無,2891
5,2,110/05/05,18:26:01,邱雅玲,資深副總經理,(02)3327-7777,(更正)本公司代子公司中國信託商業銀行(下稱「中國信 託」)公告發行一一○年度第二期無擔保主順位金融債券 新臺幣壹拾億元整,第 11款,110/05/05,1.董事會決議日期:NA 2.名稱﹝XX公司第X次（有、無）擔保公司債﹞: 中國信託商業銀行股份有限公司一一○年度第二期無擔保主順位金融債券 3.發行總額:新臺幣壹拾億元整 4.每張面額:新臺幣壹仟萬元 5.發行價格:於發行日依票面金額十足發行 6.發行期間:本債券發行期間為五年 7.發行利率:本債券票面利率為固定年利率0.43% 8.擔保品之種類、名稱、金額及約定事項:無 9.募得價款之用途及運用計畫:用於社會效益投資計畫之放款 10.承銷方式:無 11.公司債受託人:無 12.承銷或代銷機構:無 13.發行保證人:無 14.代理還本付息機構:由中國信託辦理還本付息事宜，並以臺灣集中保管結算所股份 有限公司提供之債券持有人名冊資料辦理款項劃撥作業。 15.簽證機構:無 16.能轉換股份者，其轉換辦法:不適用 17.賣回條件:無 18.買回條件:無 19.附有轉換、交換或認股者，其換股基準日:不適用 20.附有轉換、交換或認股者，對股權可能稀釋情形:不適用 21.其他應敘明事項:無,2891
6,3,110/05/05,18:29:40,邱雅玲,資深副總經理,(02)3327-7777,代子公司台灣人壽保險股份有限公司公告，取得金融監督管 理委員會核准增提外匯價格變動準備金新台幣10億元整。,第 51款,110/05/05,1.事實發生日:110/05/05 2.公司名稱:台灣人壽保險股份有限公司 3.與公司關係(請輸入本公司或子公司):子公司 4.相互持股比例:不適用 5.發生緣由:台灣人壽保險股份有限公司取得金融監督管理委員會核准於110年04月增提 外匯價格變動準備金新台幣10億元整。 6.因應措施:無 7.其他應敘明事項:無,2891
7,1,110/05/06,16:18:51,邱雅玲,資深副總經理,(02)3327-7777,"代台灣人壽公告 核准投資TA XIV-B, L.P.",第 24款,110/05/06,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件， 如股息率等）: TA XIV-B, L.P.；為私募基金 2.事實發生日:110/05/06 3.交易單位數量、每單位價格及交易總金額: 不適用、不適用、不超過美元10,000,000元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司 之關係人者，得免揭露其姓名）: TA Associates XIV GP, L.P.、非關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及 前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之 關係、前次移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告 關係人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分 債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人 之債權帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表 說明認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要 約定事項: 交付或付款條件（含付款期間及金額）：依合約規定辦理； 契約限制條款及其他重要約定事項(註一)：依合約規定辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 本次交易之決定方式、價格決定之參考依據：依合約規定辦理； 決策單位：依本公司核決權限 11.取得或處分有價證券標的公司每股淨值:不適用 12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:不適用 13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、 持股比例及權利受限情形（如質押情形）: 母公司：無持有此交易證券 本公司：不適用、不超過美元10,000,000元、預計約0.10%、無 子公司：無持有此交易證券 14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財 務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 佔總資產比例約0.71%、佔歸屬於母公司業主之權益比例約11.54%、 營運資金：不適用 15.經理人及經紀費用: 不適用 16.取得或處分之具體目的或用途: 依保險法之規定，為壽險資金之運用 17.本次交易表示異議董事之意見: 不適用 18.本次交易為關係人交易: 否 19.董事會通過日期: 不適用 20.監察人承認或審計委員會同意日期: 不適用 21.本次交易會計師出具非合理性意見:不適用 22.會計師事務所名稱: 不適用 23.會計師姓名: 不適用 24.會計師開業證書字號: 不適用 25.其他敘明事項: 無",2891
8,2,110/05/06,16:28:20,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託商業銀行公告以個案議價方式出售不良資產,第 20款,110/05/06,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: 金融機構不良債權 2.事實發生日:110/5/6~110/5/6 3.交易單位數量、每單位價格及交易總金額: 不適用。 不適用。 美金2,125,172.35元。 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: Goldman Sachs Lending Partners LLC 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 不適用。 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用。 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 處分債權附隨擔保品種類:不適用 處分債權如有屬對關係人債權者:不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明 認列情形）: 處分利益:美金2,125,172.35元。 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 依合約條款付款。 10.本次交易之決定方式、價格決定之參考依據及決策單位: 交易決定方式:採個案議價方式 決策單位:董事會 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 不適用 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 不適用 14.經紀人及經紀費用: 不適用 15.取得或處分之具體目的或用途: 活絡不良授信債權資產價值 16.本次交易表示異議董事之意見: 無 17.本次交易為關係人交易:否 18.董事會通過日期: 民國110年04月29日 19.監察人承認或審計委員會同意日期: 民國110年4月28日 20.本次交易會計師出具非合理性意見:不適用 21.會計師事務所名稱: 不適用。 22.會計師姓名: 不適用。 23.會計師開業證書字號: 不適用。 24.是否涉及營運模式變更:否 25.營運模式變更說明: 不適用。 26.過去一年及預計未來一年內與交易相對人交易情形: 例行性業務。 27.資金來源: 不適用。 28.其他敘明事項: 總交易金額為美金2,125,172.35元，前述台幣金額 係依110年5月5日本行牌告匯率27.97換算。",2891
9,1,110/05/07,17:17:20,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託商業銀行印尼子行公告年度股東會 重要決議事項,第 18款,110/05/07,1.股東常會日期:110/05/07 2.重要決議事項一、盈餘分配或盈虧撥補: 109年淨利全數轉為保留盈餘，不發放股利 3.重要決議事項二、章程修訂:不適用 4.重要決議事項三、營業報告書及財務報表:109年度財務報表 5.重要決議事項四、董監事選舉:選任以下四席董事 梁德強先生 黃志中先生 Imbang Jaya Mangkuto先生 Zairyanto Poedjiaty先生 6.重要決議事項五、其他事項:由梁德強先生續任新一屆董事長、 承認109年年報、 110年董事及經理人報酬、 110年會計師任命、 109年內部稽核執行報告 7.其他應敘明事項:不適用,2891
