,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,111/09/05,16:48:03,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託商業銀行股份有限公司公告 與支付寶(中國)網路技術有限公司合作支付寶支付續約,第 51款,111/09/05,1.事實發生日:111/09/05 2.公司名稱:中國信託商業銀行股份有限公司 3.與公司關係(請輸入本公司或子公司):子公司 4.相互持股比例:不適用 5.發生緣由:與支付寶(中國)網路技術有限公司合作跨境網購支付服務 6.因應措施:無 7.其他應敘明事項:無,2891
1,2,111/09/05,16:49:46,邱雅玲,資深副總經理,(02)3327-7777,本公司將於111年09月08日參加UBS舉辦之投資人說明會(UBS APAC Financials & Fintech Virtual Conference 2022),第 12款,111/09/08,符合條款第四條第XX款：12 事實發生日：111/09/08 1.召開法人說明會之日期：111/09/08 2.召開法人說明會之時間：09 時 00 分  3.召開法人說明會之地點：線上 4.法人說明會擇要訊息：本公司將於111年09月08日參加UBS舉辦之投資人說明會(UBS APAC Financials & Fintech Virtual Conference 2022) 5.其他應敘明事項：無 完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,2891
2,1,111/09/07,17:56:11,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託產物保險(股)公司公告 董事會代行股東會重要決議事項,第 18款,111/09/07,1.股東臨時會日期:111/09/07 2.重要決議事項: (1)通過公司章程修訂案。 (2)通過本公司辦理減資彌補虧損案。 (3)通過本公司辦理現金增資發行普通股案。 3.其他應敘明事項:由董事會代行股東會職權。,2891
3,2,111/09/07,17:57:23,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託產物保險股份有限公司公告 董事會決議辦理減資彌補虧損,第 11款,111/09/07,"1.董事會決議日期:111/09/07 2.減資緣由:彌補虧損 3.減資金額:4,800,000,000元 4.消除股份:480,000,000股 5.減資比率:80% 6.減資後股本:1,200,000,000元 7.預定股東會日期:不適用 8.預計減資新股上市後之上市普通股股數:不適用 9.預計減資新股上市後之上市普通股股數占已發行普通股比率 （減資後上市普通股股數/減資後已發行普通股股數）:不適用 10.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者， 請說明股權流通性偏低之因應措施:不適用 11.減資基準日:不適用 12.其他應敘明事項:報主管機關核准後辦理",2891
4,3,111/09/07,17:58:38,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託產物保險股份有限公司公告 董事會決議辦理現金增資發行新股,第 11款,111/09/07,"1.董事會決議日期:111/09/07 2.增資資金來源:現金增資 3.是否採總括申報發行新股(是，請併敘明預定發行期間/否):否 4.全案發行總金額及股數(如屬盈餘或公積轉增資，發行股數則不含配發給員工部分): 5,000,000,000元 / 500,000,000股 5.採總括申報發行新股案件，本次發行金額及股數:N/A 6.採總括申報發行新股案件，本次發行後，剩餘之金額及股數餘額:N/A 7.每股面額:新臺幣10元 8.發行價格:新臺幣10元 9.員工認購股數或配發金額:N/A 10.公開銷售股數:N/A 11.原股東認購或無償配發比例:100% 12.畸零股及逾期未認購股份之處理方式:N/A 13.本次發行新股之權利義務:與原發行之普通股相同 14.本次增資資金用途:為強化自有資本 15.其他應敘明事項:報主管機關核准後辦理",2891
5,5,111/09/07,18:01:48,邱雅玲,資深副總經理,(02)3327-7777,代子公司台灣人壽公告董事會決議通過增資其子公司 中國信託產物保險(股)公司新臺幣50億元,第 20款,111/09/07,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: 中國信託產物保險(股)公司之普通股 2.事實發生日:111/9/7~111/9/7 3.交易單位數量、每單位價格及交易總金額: (1)交易數量：500,000仟股普通股 (2)每單位價格：每股認購金額10元 (3)交易總金額為：50億元整 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: (1)交易相對人：中國信託產物保險股份有限公司 (2)與公司之關係：為台灣人壽100% 持有之子公司 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: (1)選定關係人為交易對象之原因：充實中國信託產物保險(股)公司自有 資本及提升資本適足率。 (2)前次移轉之所有人：不適用。 (3)前次移轉之所有人與公司及交易相對人間相互之關係：不適用。 (4)前次移轉日期及金額：不適用。 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用。 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用。 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明 認列情形）: 不適用。 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 待中國信託產物保險(股)公司向金融監督管理委員會 提出申請並取得核准後，始可進行增資作業。 10.本次交易之決定方式、價格決定之參考依據及決策單位: (1)交易決定之方式：台灣人壽董事會決議 (2)價格決定之參考依據：以面額價格發行 (3)決策單位：111年9月7日台灣人壽董事會會議通過 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: (1)持有股數 620,000千股；金額：新臺幣62億元 (2)持股比例：100% (3)權利受限情形：無 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額: (1)占總資產比例80.10% (2)占歸屬於母公司業主之權益1878.19% 14.經紀人及經紀費用: 無。 15.取得或處分之具體目的或用途: 充實中國信託產物保險(股)公司自有資本及提升資本適足率。 16.本次交易表示異議董事之意見: 無。 17.本次交易為關係人交易:是 18.董事會通過日期: 民國111年9月7日 19.監察人承認或審計委員會同意日期: 民國111年9月7日(經台灣人壽審計委員會核議通過) 20.本次交易會計師出具非合理性意見:不適用 21.會計師事務所名稱: 不適用。 22.會計師姓名: 不適用。 23.會計師開業證書字號: 不適用。 24.是否涉及營運模式變更:否 25.營運模式變更說明: 無變更。 26.過去一年及預計未來一年內與交易相對人交易情形: 不適用。 27.資金來源: 不適用。 28.其他敘明事項: 無。",2891
6,6,111/09/07,18:06:11,邱雅玲,資深副總經理,(02)3327-7777,代子公司台灣人壽保險股份有限公司公告 變更向關係人取得使用權資產,第 20款,111/09/07,"1. 原公告日期： 110/12/30 2. 簡述原公告申報內容： 中國信託商業銀行股份有限公司 (中國信託金融園區A、B、C三棟大樓之部份房舍、車位及立式招牌)。 台北市南港區經貿二路168號10樓(中國信託金融園區A棟); 台北市南港區經貿二路188號7-9樓(中國信託金融園區B棟); 台北市南港區經貿二路188-1號(中國信託金融園區C棟); 停⾞位: ４４位 (中國信託金融園區); 戶外立式招牌: 台北市南港區經貿二路188-1號(中國信託金融園區C棟1樓)。 租賃面積：約7,171.89坪; 44個停車位;  每單位價格：辦公室為新台幣2,080元/坪; 停車位: 4,730元/個 直立式招牌:7,880元/月。 租金金額：每月新台幣15,133,531元。 使用權資產金額: 新台幣363,204,744元。 3. 變動緣由及主要內容： 中國信託商業銀行股份有限公司 (中國信託金融園區B、C二棟大樓之部份房舍、車位及立式招牌)。 台北市南港區經貿二路188號7-9樓(中國信託金融園區B棟); 台北市南港區經貿二路188-1號(中國信託金融園區C棟); 停⾞位: ４４位 (中國信託金融園區); 戶外立式招牌: 台北市南港區經貿二路188-1號(中國信託金融園區C棟1樓)。 租賃面積：約7,122.65坪; 44個停車位;  每單位價格：辦公室為新台幣2,080元/坪; 停車位: 4,730元/個 直立式招牌:7,880元/月。 租金金額：每月新台幣15,031,112元。 使用權資產金額: 新台幣361,668,459元。 4. 變動後對公司財務業務之影響： 不適用 5. 其他應敘明事項： 110年12月30日公告契約總額暫定為363,204,744元， 111年9月7日補充公告本契約總金額為361,668,459元",2891
7,4,111/09/07,18:47:06,邱雅玲,資深副總經理,(02)3327-7777,中國信託金融控股股份有限公司公告本公司暨主要子公司 111年度八月份自結盈餘,第 51款,111/09/07,1.事實發生日:111/09/07 2.公司名稱:中國信託金融控股股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:公告中國信託金融控股股份有限公司暨主要子公司111年度八月份自結盈餘 6.因應措施:無 7.其他應敘明事項: 單位:億元         八月損益            累計一~八月損益 --------------------------------------------------------------------------- 公司別          合併    母公司      合併     母公司    稅後EPS(元)                 稅前    業主稅後    稅前     業主稅後 中信金控        42.76   26.37       457.29   335.28     1.66 中國信託銀行    51.35   39.76       311.47   233.72     1.58 台灣人壽       -11.72  -14.08       135.59   105.87     1.70  註：累計1-8月不含外匯價格變動準備金之稅後EPS(元) 中信金控       2.00 台灣人壽       2.75,2891
8,1,111/09/08,15:40:35,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託商業銀行公告授信資產之轉讓,第 20款,111/09/08,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: 金融機構債權(放款) 2.事實發生日:111/9/8~111/9/8 3.交易單位數量、每單位價格及交易總金額: 不適用。 不適用。 USD 10,000,000。 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: 台灣中小企業銀行。 非關係人。 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 不適用。 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用。 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用。 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明 認列情形）: 無。 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 付款條件: 依合約辦理。 重要約定事項: 依合約辦理。 10.本次交易之決定方式、價格決定之參考依據及決策單位: 為本行內部最終審核單位核定，相關條件依合約及一般市場慣例為之。 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 不適用。 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 不適用。 14.經紀人及經紀費用: 不適用。 15.取得或處分之具體目的或用途: 活絡債權資產組合。 16.本次交易表示異議董事之意見: 不適用。 17.本次交易為關係人交易:否 18.董事會通過日期: 不適用。 19.監察人承認或審計委員會同意日期: 不適用。 20.本次交易會計師出具非合理性意見:不適用 21.會計師事務所名稱: 不適用。 22.會計師姓名: 不適用。 23.會計師開業證書字號: 不適用。 24.是否涉及營運模式變更:否 25.營運模式變更說明: 不適用。 26.過去一年及預計未來一年內與交易相對人交易情形: 例行性業務。 27.資金來源: 不適用。 28.其他敘明事項: 本交易係依9/6之匯率計算(USD 1 = NTD 30.768)。",2891
9,1,111/09/13,16:45:54,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託產物保險股份有限公司公告減資基準日,第 11款,111/09/13,1.董事會決議日期:NA 2.減資基準日:111/09/13 3.減資換發股票作業計畫:NA 4.換發股票基準日:NA 5.停止過戶起始日期:NA 6.停止過戶截止日期:NA 7.減資後新股權利義務:NA 8.新股預計上市日:NA 9.預計減資新股上市後之上市普通股股數:不適用 10.預計減資新股上市後之上市普通股股數占已發行普通股比率  （減資後上市普通股股數/減資後已發行普通股股數）:不適用 11.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，   請說明股權流通性偏低之因應措施:不適用 12.其他應敘明事項:無,2891
