,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,110/07/01,21:40:04,邱雅玲,資深副總經理,(02)3327-7777,(補充公告)中信金控代子公司台灣人壽保險股份有限公司公告 「台北市南港區經貿段15地號土地地上權案」新建工程總包工程 契約,第 20款,110/07/01,"1.契約種類:工程契約 2.事實發生日:110/07/01~110/07/01 3.契約相對人及其與公司之關係: 契約相對人：榮工工程股份有限公司 與公司之關係：非利害關係人 4.契約主要內容（含契約總金額、預計參與投入之金額及契約起迄日期） 、限制條款及其他重要約定事項: 本次契約增補金額:暫定0元 本次增補後契約總金額:暫定18,948,958,118元 契約起迄日期:暫定為108/04/15~112/9/4 工程地點:台北市南港區經貿段15地號(C3) 限制條款及其他重要約定事項：無 5.專業估價者事務所或公司名稱及其估價結果: 不適用 6.不動產估價師姓名: 不適用 7.不動產估價師開業證書字號: 不適用 8.取得之具體目的: 依保險法之規定，為不動產之投資 9.本次交易表示異議之董事意見: 不適用 10.本次交易為關係人交易:否 11.董事會通過日期: 不適用 12.監察人承認或審計委員會同意日期: 不適用 13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用 14.是否尚未取得估價報告:否或不適用 15.尚未取得估價報告之原因: 不適用 16.估價結果有重大差異時，其差異原因及會計師意見: 不適用 17.會計師事務所名稱: 不適用 18.會計師姓名: 不適用 19.會計師開業證書字號: 不適用 20.其他敘明事項: 108年4月15日公告本案契約總金額暫定為7,970,000,000元 108年8月26日補充公告本案契約總金額暫定為11,179,980,672元 108年11月1日補充公告本案契約總金額暫定為13,082,292,932元 108年12月26日補充公告本案契約總金額暫定為17,692,630,658元 109年7月2日補充公告本案契約總金額暫定為18,005,301,160元 110年2月25日補充公告本案契約總金額暫定為18,948,958,118元 110年7月1日補充公告本案契約起訖日期暫定為108/04/15~112/9/4",2891
1,2,110/07/01,21:49:33,邱雅玲,資深副總經理,(02)3327-7777,代台灣人壽公告 決議投資台灣閎鼎亞洲貳有限合夥,第 20款,110/07/01,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: 台灣閎鼎亞洲貳有限合夥；有限合夥 2.事實發生日:110/7/1~110/7/1 3.交易單位數量、每單位價格及交易總金額: 無交易數量及單位價格，不超過新台幣900,000,000元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: 台灣閎鼎貳股份有限公司；非關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明 認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 交付或付款條件（含付款期間及金額）: 依合約規定辦理 契約限制條款及其他重要約定事項（註一）: 依合約規定辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 本次交易之決定方式、價格決定之參考依據：依合約規定辦理 決策單位：董事會 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 母公司：無持有此交易證券 本公司：不適用、不超過新台幣900,000,000元、預計15%、無 子公司：無持有此交易證券 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 佔總資產比例24.06%、佔歸屬於母公司業主之權益比例390.55%、 營運資金：不適用 14.經紀人及經紀費用: 不適用 15.取得或處分之具體目的或用途: 依保險法之規定，為壽險資金之運用 16.本次交易表示異議董事之意見: 無 17.本次交易為關係人交易:否 18.董事會通過日期: 民國110年7月1日 19.監察人承認或審計委員會同意日期: 民國110年7月1日 20.本次交易會計師出具非合理性意見:否 21.會計師事務所名稱: 青田會計師事務所 22.會計師姓名: 許明雄 23.會計師開業證書字號: 北市會證字第3723號 24.是否涉及營運模式變更:否 25.營運模式變更說明: 不適用 26.過去一年及預計未來一年內與交易相對人交易情形: 過去一年交易：無 預計未來一年內交易：依本公司投資決策決定 27.資金來源: 自有資金 28.其他敘明事項: 無",2891
2,1,110/07/02,18:42:04,邱雅玲,資深副總經理,(02)3327-7777,公告本公司以子公司中國信託資產管理股份有限公司減資 取得新臺幣30億元之資金用途及預計產生效益,第 51款,110/07/02,1.事實發生日:110/07/02 2.公司名稱:中國信託金融控股股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:本公司之子公司中國信託資產管理股份有限公司申請減資新臺幣30億元乙 案，業經金融監督管理委員會110年7月1日金管銀控字第1100215013號函核准在案， 爰依「金融控股公司之子公司減資辦法」第五條第二項規定，將取得資金之用途及預 計產生之效益輸入公開資訊觀測站。 6.因應措施: (1)本公司取得該項資金之主要用途：充實本公司營運資金，因應長期業務發展需求。 (2)資金運用預期產生之效益：透過中信資產管理減資方式將資本退還本公司，除可改 善中信資產管理之股東權益報酬率(ROE)及每股盈餘(EPS)，另可藉由集團內資本重配 置提升本公司資本運用效率，進而增進整體獲利。 7.其他應敘明事項:無,2891
3,5,110/07/05,17:51:06,邱雅玲,資深副總經理,(02)3327-7777,代子公司台灣人壽保險股份有限公司公告獨立董事辭任,第 6款,110/07/05,1.發生變動日期:110/07/05 2.法人名稱:中國信託金融控股股份有限公司 3.舊任者姓名及簡歷:林靖傑 台灣人壽保險股份有限公司 獨立董事 4.新任者姓名及簡歷:不適用 5.異動原因:個人因素請辭 6.原任期（例xx/xx/xx至xx/xx/xx）:107/10/04至110/10/03 7.新任生效日期:不適用 8.其他應敘明事項:本公司於110年7月5日接獲辭任書，辭任生效日為110年8月1日。,2891
4,6,110/07/05,18:13:06,邱雅玲,資深副總經理,(02)3327-7777,代子公司台灣人壽保險股份有限公司公告審計委員會及 風險管理委員會委員辭任,第 6款,110/07/05,1.發生變動日期:110/07/05 2.功能性委員會名稱:審計委員會及風險管理委員會 3.舊任者姓名及簡歷:林靖傑 台灣人壽保險股份有限公司 獨立董事 4.新任者姓名及簡歷:不適用 5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）: 辭職 6.異動原因:個人因素請辭 7.原任期（例xx/xx/xx ~ xx/xx/xx）:107/10/04 ~ 110/10/03 8.新任生效日期:不適用 9.其他應敘明事項:本公司於110年7月5日接獲辭任書，辭任本公司獨立董事、 審計委員會委員及風險管理委員會委員等職務，辭任生效日為110年8月1日。,2891
5,1,110/07/05,18:13:28,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託產物保險股份有限公司公告獨立董事辭任,第 6款,110/07/05,1.發生變動日期:110/07/05 2.法人名稱:台灣人壽保險股份有限公司 3.舊任者姓名及簡歷:林靖傑 中國信託產物保險股份有限公司 獨立董事 4.新任者姓名及簡歷:無 5.異動原因:個人因素請辭 6.原任期（例xx/xx/xx至xx/xx/xx）:107/10/04至110/10/03 7.新任生效日期:不適用 8.其他應敘明事項:本公司於110年7月5日接獲辭任書，辭任本公司獨立董事、風險管理  委員會委員及審計委員會委員等職務，辭任生效日為110年8月1日。,2891
6,2,110/07/05,18:13:51,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託產物保險股份有限公司公告審計委員會 及風險管理委員會委員辭任,第 6款,110/07/05,1.發生變動日期:110/07/05 2.功能性委員會名稱:審計委員會及風險管理委員會 3.舊任者姓名及簡歷:林靖傑 中國信託產物保險股份有限公司 獨立董事 4.新任者姓名及簡歷:無 5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）: 辭職 6.異動原因:個人因素請辭 7.原任期（例xx/xx/xx ~ xx/xx/xx）:107/10/04~110/10/03 8.新任生效日期:不適用 9.其他應敘明事項:本公司於110年7月5日接獲辭任書，辭任本公司獨立董事、風險管理  委員會委員及審計委員會委員等職務，辭任生效日為110年8月1日。,2891
7,1,110/07/06,16:37:57,邱雅玲,資深副總經理,(02)3327-7777,公告本公司董事會決議變更110年股東常會地點(依金管會 公告之「因應疫情公開發行公司股東會延期召開相關措施」辦 理),第 17款,110/07/06,1.董事會決議日期:110/07/06 2.股東會召開日期:110/07/23 3.股東會召開時間:上午9時正 4.股東會召開地點:台北市中正區忠孝東路一段12號(台北喜來登大飯店)。 5.股東會召集事由，請查閱本公司原發布之重大訊息， 重大訊息日期(x月x日):110/03/19 6.股東會召開方式(實體/實體並以視訊輔助，請擇一):實體 7.其他應敘明事項:為避免人潮群聚，本公司原訂股東領取紀念品時間(含股東會當天) 延後，實際領取時間將視疫情狀況另行發布重大訊息對外說明。,2891
8,1,110/07/07,17:56:13,邱雅玲,資深副總經理,(02)3327-7777,中國信託金融控股股份有限公司公告本公司暨主要子公司 110年度六月份自結盈餘,第 51款,110/07/07,1.事實發生日:110/07/07 2.公司名稱:中國信託金融控股股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:公告中國信託金融控股股份有限公司暨主要子公司110年度六月份自結盈餘 6.因應措施:無 7.其他應敘明事項: 單位:億元         六月損益        累計一~六月損益 --------------------------------------------------------------------------- 公司別            稅前    稅後    稅前     稅後    稅後EPS(元) 中信金控          56.03   56.26   374.69   334.49   1.72 中國信託銀行      31.07   25.10   177.16   148.83   1.01 台灣人壽          23.77   29.52   178.10   165.74   2.97  註：累計1-6月不含外匯價格變動準備金之稅後EPS(元) 中信金控       1.65 台灣人壽       2.74,2891
9,1,110/07/09,17:28:05,邱雅玲,資深副總經理,(02)3327-7777,"代子公司中國信託創業投資(股)公司公告 核准投資Dragonfly Ventures I Feeder, L.P.",第 24款,110/07/09,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件， 如股息率等）: Dragonfly Ventures I Feeder, L.P.；私募基金 2.事實發生日:110/07/09 3.交易單位數量、每單位價格及交易總金額: 不適用、不適用、不超過4,500,000美元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司 之關係人者，得免揭露其姓名）: Dragonfly Management Limited，非關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及 前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之 關係、前次移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告 關係人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分 債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人 之債權帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表 說明認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要 約定事項: 交付或付款條件（含付款期間及金額）、契約限制條款：依合約規定辦理； 其他重要約定事項：依合約規定辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 本次交易之決定方式、價格決定之參考依據：依合約規定辦理； 決策單位：依本公司核決權限 11.取得或處分有價證券標的公司每股淨值:不適用 12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:不適用 13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、 持股比例及權利受限情形（如質押情形）: 母公司：無持有此交易證券 本公司：不適用、不超過4,500,000美元、預計不超過4.6%、無 子公司：無持有此交易證券 14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財 務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 佔總資產比例0.02%、佔歸屬於母公司業主之權益比例0.29%、營運資金：不適用 15.經理人及經紀費用: 不適用 16.取得或處分之具體目的或用途: 長期投資 17.本次交易表示異議董事之意見: 不適用 18.本次交易為關係人交易: 否 19.董事會通過日期: 不適用 20.監察人承認或審計委員會同意日期: 不適用 21.本次交易會計師出具非合理性意見:不適用 22.會計師事務所名稱: 不適用 23.會計師姓名: 不適用 24.會計師開業證書字號: 不適用 25.其他敘明事項: 無",2891
