,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,110/02/01,18:11:55,邱雅玲,資深副總經理,(02)3327-7777,公告子公司中國信託證券投資信託(股)公司會計主管異動案,第 8款,110/02/01,1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運 長、行銷長及策略長等)、財務主管、會計主管、公司治理主管、研發主管、內部稽核 主管或訴訟及非訟代理人）:會計主管 2.發生變動日期:110/02/01 3.舊任者姓名、級職及簡歷:無 4.新任者姓名、級職及簡歷: (1)會計主管：張琳涓，經理，中國信託證券投資信託(股)公司 5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新 任」或「解任」）:職務調整 6.異動原因:業務需要 7.生效日期:110/03/01 8.其他應敘明事項:子公司中國信託證券投資信託(股)公司董事會通過之人選， 待主管機關核准通過後始生效。,2891
1,2,110/02/01,18:15:34,邱雅玲,資深副總經理,(02)3327-7777,公告子公司中國信託證券投資信託(股)公司董事會代行 股東會重要決議事項,第 18款,110/02/01,1.股東臨時會日期:110/02/01 2.重要決議事項:修訂本公司公司章程部分條文案 3.其他應敘明事項:董事會代行股東會職權,2891
2,3,110/02/01,20:14:43,邱雅玲,資深副總經理,(02)3327-7777,(補充)中信金控代台灣人壽公告擬參與午資開發股份 有限公司民國110年辦理普通股現金增資新台幣15.88億元,第 20款,110/02/01,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: 午資開發股份有限公司　普通股 2.事實發生日:110/2/1~110/2/1 3.交易單位數量、每單位價格及交易總金額: 不超過158,800,000股；每股新台幣10元；總金額不超過新台幣15.88億元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: 午資開發股份有限公司；關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 參與午資開發股份有限公司增資以配合興建工程所需； 不適用；不適用；不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明 認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 不超過158,800,000股；每股新台幣10元；總金額不超過新台幣15.88億元， 分次交付依午資開發股份有限公司董事會決議及股東繳款通知書辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 為維持原持股比率，參與午資開發股份有限公司增資，經董事會決議， 以每股面額新台幣10元進行現金增資 11.取得或處分有價證券標的公司每股淨值:                   8.80元 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 不超過400,360,000股；不超過新台幣4,164,793,333元；持股比例99%； 權利受限情形：無 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 占總資產比例：24.67%；占歸屬於母公司業主權益之比例：429.00% 最近期營運資金數額：不適用 14.經紀人及經紀費用: 無 15.取得或處分之具體目的或用途: 依保險法之規定，為壽險資金之運用及參與公共建設案。 配合興建所需，進行現金增資。 16.本次交易表示異議董事之意見: 無 17.本次交易為關係人交易:是 18.董事會通過日期: 民國110年2月1日 19.監察人承認或審計委員會同意日期: 民國110年2月1日 20.本次交易會計師出具非合理性意見:不適用 21.會計師事務所名稱: 不適用 22.會計師姓名: 不適用 23.會計師開業證書字號: 不適用 24.是否涉及營運模式變更:否 25.營運模式變更說明: 不適用 26.過去一年及預計未來一年內與交易相對人交易情形: 過去一年：以新台幣4.95億元參與午資開發股份有限公司現金增資； 未來一年：台灣人壽董事會同意民國110年以新台幣15.88億元為上限 參與午資開發股份有限公司現金增資 27.資金來源: 自有資金 28.其他敘明事項: 台灣人壽109年1月31日董事會同意109年以20.097億元為上限分次參與 午資開發股份有限公司現金增資，實際增資4.95億元。 台灣人壽110年2月1日董事會同意110年以15.88億元為上限分次參與 午資開發股份有限公司現金增資，後續辦理情形，再行補充公告。",2891
3,1,110/02/02,18:43:51,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託產物保險股份有限公司 公告向關係人取得使用權資產,第 20款,110/02/02,"1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）: 台灣人壽保險股份有限公司 嘉義市西區德安路3號5樓 2.事實發生日:110/2/2~110/2/2 3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額: 租賃面積：約124.3坪 每單位價格：每坪為新台幣450元 租金金額：每個月為新台幣55,935元 交易總金額：新台幣1,901,790元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關 係人者，得免揭露其姓名）: 交易相對人：台灣人壽保險股份有限公司 與關係人之關係：為本公司之母公司 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之 所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期 及移轉金額: 選定關係人為交易對象之原因：續租本公司嘉義分公司現有辦公室，以利公司業務推展。 前次移轉之所有人：不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係 人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明 認列情形）: 不適用 8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 付款條件：每一個月付一次，每次支付新台幣55,935元 限制條款：無 其他重要約定：無 9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及 決策單位: 價格決定之參考依據：參考附近辦公大樓租金市場行情 決策單位：總經理 10.專業估價者事務所或公司名稱及其估價金額: 不適用 11.專業估價師姓名: 不適用 12.專業估價師開業證書字號: 不適用 13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用 14.是否尚未取得估價報告:否或不適用 15.尚未取得估價報告之原因: 不適用 16.估價結果有重大差異時，其差異原因及會計師意見: 不適用 17.會計師事務所名稱: 不適用 18.會計師姓名: 不適用 19.會計師開業證書字號: 不適用 20.經紀人及經紀費用: 不適用 21.取得或處分之具體目的或用途: 為拓展本公司嘉義地區業務，於嘉義市區承租辦公室， 以利嘉義地區同仁辦公並提供各項服務。 22.本次交易表示異議之董事之意見: 無 23.本次交易為關係人交易:是 24.董事會通過日期: 不適用，依據金融控股公司法第45條規定，該交易金額授權依內部規定權責 主管核准即可。 25.監察人承認或審計委員會同意日期: 不適用，依據金融控股公司法第45條規定，該交易金額授權依內部規定權責 主管核准即可。 26.本次交易係向關係人取得不動產或其使用權資產: 是 27.依「公開發行公司取得或處分資產處理準則」第十六條規定 評估之價格:1,901,790元 28.依前項評估之價格較交易價格為低者，依同準則第十七條規 定評估之價格:1,901,790元 29.其他敘明事項: 無",2891
4,2,110/02/02,18:51:46,邱雅玲,資深副總經理,(02)3327-7777,代子公司中信證券公告董事會通過取得子公司 CTBC(Mauritius)持有之CAL股權價格 (補充109/11/27公告內容),第 20款,110/02/02,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: CTBC Asia Limited股權 2.事實發生日:110/2/2~110/2/2 3.交易單位數量、每單位價格及交易總金額: 交易股數: CTBC Asia Limited 134,526,116股。 交易總金額:以109年11月底估價金額44,201,935.93港幣交易， 如依109/11/30匯率設算，新台幣金額為164,387千元。 每單位價格:以上述之交易總金額推估為每股港幣0.33元，新台幣1.22元。 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: CTBC(Mauritius) Holding Co., Ltd為本公司100%持有之子公司。 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 為因應海外法規變動以及調整組織架構，本公司向模里西斯子公司 取得孫公司全數股權。 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用。 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用。 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明 認列情形）: 不適用。 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 本次取得僅為組織架構調整且未發生實際金流僅以應收 應付款互沖進行股權移轉，並無契約限制條款及其他重要約定事項。 10.本次交易之決定方式、價格決定之參考依據及決策單位: 交易之決定方式：董事會  價格決定之參考依據及決策單位：會計師出具股權價值評價報告 11.取得或處分有價證券標的公司每股淨值:                   1.22元 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 含本次交易後，本公司直接持有標的之100%股權，合計134,526,116股。 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 占總資產比例：0.34%；占歸屬於母公司業主權益之比例：5.87%； 最近期營運資金數額：不適用 14.經紀人及經紀費用: 不適用。 15.取得或處分之具體目的或用途: 調整組織架構。 16.本次交易表示異議董事之意見: 無 17.本次交易為關係人交易:是 18.董事會通過日期: 民國110年2月2日 19.監察人承認或審計委員會同意日期: 民國110年2月2日 20.本次交易會計師出具非合理性意見:否 21.會計師事務所名稱: 金鼎會計師事務所 22.會計師姓名: 高冠芸 23.會計師開業證書字號: 北市會證字第3832號 24.是否涉及營運模式變更:否 25.營運模式變更說明: 僅為組織架構調整，不涉及營運模式變更。 26.過去一年及預計未來一年內與交易相對人交易情形: 無 27.資金來源: 無 28.其他敘明事項: 本次公告係為補充109/11/27公告之內容以上如涉及外幣換算， 均以109/11/30匯率進行換算，惟實際匯率以匯款當日為準。 本案尚需取得香港主管機關同意。",2891
5,1,110/02/05,17:52:37,邱雅玲,資深副總經理,(02)3327-7777,代子公司中國信託商業銀行公告授信資產之轉讓,第 20款,110/02/05,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: 金融機構債權(放款) 2.事實發生日:109/12/23~110/2/5 3.交易單位數量、每單位價格及交易總金額: 不適用。 不適用。 USD 5,285,714.29、USD 5,000,000。 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: JihSun International Bank。 非關係人。 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 不適用。 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用。 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用。 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明 認列情形）: 無。 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 依聯合授信合約相關規定辦理。 10.本次交易之決定方式、價格決定之參考依據及決策單位: 為本行內部最終審核單位核定，相關條件依聯合授信合約及一般聯合授信市場同類型 案件之慣例為之。 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 不適用。 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 不適用。 14.經紀人及經紀費用: 不適用。 15.取得或處分之具體目的或用途: 活絡債權資產組合。 16.本次交易表示異議董事之意見: 不適用。 17.本次交易為關係人交易:否 18.董事會通過日期: 不適用。 19.監察人承認或審計委員會同意日期: 不適用。 20.本次交易會計師出具非合理性意見:不適用 21.會計師事務所名稱: 不適用。 22.會計師姓名: 不適用。 23.會計師開業證書字號: 不適用。 24.是否涉及營運模式變更:否 25.營運模式變更說明: 不適用。 26.過去一年及預計未來一年內與交易相對人交易情形: 例行性業務。 27.資金來源: 不適用。 28.其他敘明事項: 本交易係依前一工作日之匯率計算(USD 1 = NTD 27.942)。",2891
6,1,110/02/08,15:56:19,邱雅玲,資深副總經理,(02)3327-7777,中國信託金融控股股份有限公司公告本公司暨主要子公司 110年度一月份自結盈餘,第 51款,110/02/08,1.事實發生日:110/02/08 2.公司名稱:中國信託金融控股股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:公告中國信託金融控股股份有限公司暨主要子公司110年度一月份自結盈餘 6.因應措施:無 7.其他應敘明事項: 單位:億元         一月損益 --------------------------------------------------------------------------- 公司別            稅前    稅後    稅後EPS(元) 中信金控          97.49   86.71    0.44 中國信託銀行      36.16   31.00    0.21 台灣人壽          57.05   52.35    0.94  註：累計1月不含外匯價格變動準備金之稅後EPS(元) 中信金控       0.41 台灣人壽       0.82,2891
7,2,110/02/08,17:29:25,邱雅玲,資深副總經理,(02)3327-7777,代台灣人壽公告 核准投資Primavera Capital Fund IV L.P.,第 24款,110/02/08,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件， 如股息率等）: Primavera Capital Fund IV L.P.；為私募基金 2.事實發生日:110/02/08 3.交易單位數量、每單位價格及交易總金額: 不適用、不適用、不超過美元20,000,000元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司 之關係人者，得免揭露其姓名）: Primavera Capital GP IV Ltd.、非關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及 前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之 關係、前次移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告 關係人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分 債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人 之債權帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表 說明認列情形）: 不適用 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要 約定事項: 交付或付款條件（含付款期間及金額）：依合約規定辦理； 契約限制條款及其他重要約定事項(註一)：依合約規定辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 本次交易之決定方式、價格決定之參考依據：依合約規定辦理； 決策單位：依本公司核決權限 11.取得或處分有價證券標的公司每股淨值:不適用 12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:不適用 13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、 持股比例及權利受限情形（如質押情形）: 母公司：無持有此交易證券 本公司：不適用、不超過美元20,000,000元、預計約0.50%、無 子公司：無持有此交易證券 14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財 務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 佔總資產比例0.64%、佔歸屬於母公司業主之權益比例11.11%、 營運資金：不適用 15.經理人及經紀費用: 不適用 16.取得或處分之具體目的或用途: 依保險法之規定，為壽險資金之運用 17.本次交易表示異議董事之意見: 不適用 18.本次交易為關係人交易: 否 19.董事會通過日期: 不適用 20.監察人承認或審計委員會同意日期: 不適用 21.本次交易會計師出具非合理性意見:否 22.會計師事務所名稱: 青田會計師事務所 23.會計師姓名: 許明雄 24.會計師開業證書字號: 北市會證字第3723號 25.其他敘明事項: 無",2891
8,1,110/02/18,19:31:48,邱雅玲,資深副總經理,(02)3327-7777,"代中國信託商業銀行日本子行The Tokyo Star Bank, Limited 公告授信資產之轉讓",第 20款,110/02/18,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: 金融機構債權(放款) 2.事實發生日:110/2/4~110/2/18 3.交易單位數量、每單位價格及交易總金額: 1. USD2,440,054.03  2. USD239,229.51  3. USD2,410,727.30 4. USD164,013.32  5. USD4,859,459.92    6. USD2,339,390.13 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: S Bank；非關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明 認列情形）: NTD 0 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 交付或付款條件（含付款時間及金額）：依合約規定辦理 其他重要約定事項：依合約規定辦理 10.本次交易之決定方式、價格決定之參考依據及決策單位: 依內部最終審核單位核定，相關條件依相關合約及一般市場慣例為之 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 不適用 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額: 不適用 14.經紀人及經紀費用: 不適用 15.取得或處分之具體目的或用途: 活絡債權資產組合 16.本次交易表示異議董事之意見: 不適用 17.本次交易為關係人交易:否 18.董事會通過日期: 不適用 19.監察人承認或審計委員會同意日期: 不適用 20.本次交易會計師出具非合理性意見:不適用 21.會計師事務所名稱: 不適用 22.會計師姓名: 不適用 23.會計師開業證書字號: 不適用 24.是否涉及營運模式變更:否 25.營運模式變更說明: 不適用 26.過去一年及預計未來一年內與交易相對人交易情形: 過去一年累積約USD 190,000,000；預計未來一年約USD 200,000,000 27.資金來源: 不適用 28.其他敘明事項: USD/NTD = 27.907 of 2021/2/18",2891
9,1,110/02/19,18:30:44,邱雅玲,資深副總經理,(02)3327-7777,本公司將於110年2月23日參加JP Morgan舉辦之投資人說明會 (2021 Taiwan CEO-CFO Conference),第 12款,110/02/23,符合條款第四條第XX款：12 事實發生日：110/02/23 1.召開法人說明會之日期：110/02/23 2.召開法人說明會之時間：09 時 00 分  3.召開法人說明會之地點：線上 4.法人說明會擇要訊息：本公司將於110年2月23日參加JP Morgan舉辦之投資人 說明會(2021 Taiwan CEO-CFO Conference) 5.其他應敘明事項：無 完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,2891
