,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,110/09/10,16:58:22,顧大為,財務長,(03)5670766,聯發科技110年8月份自結合併營收淨額公告,第 51款,110/09/10,1.事實發生日:110/09/10 2.公司名稱:聯發科技股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由: 聯發科技一百一十年八月份自結合併營收淨額為新台幣428億8佰萬元， 較前月合併營收淨額新台幣403億6仟萬元增加6.07%。 6.因應措施:無 7.其他應敘明事項:無,2454
1,5,110/09/24,21:26:58,顧大為,財務長,(03)5670766,子公司旭徽聯芯取得金融資產一案之被投標的架構變動,第 20款,110/09/24,1. 原公告日期： 110/07/05 2. 簡述原公告申報內容： 子公司旭徽聯芯預計投資於昆橋半導體科技產業股權投資基金二期合伙企業 (有限合伙)不超過49.5百萬美元。 3. 變動緣由及主要內容： 因應基金架構及名稱調整，被投標的更名為昆橋二期基金，投資人之承諾投資 金額將按一定比例分配投資於昆橋二期基金設立於各地區之平行基金中。 4. 變動後對公司財務業務之影響： 無 5. 其他應敘明事項： 平行基金暫定如下，最終標的及配比仍待基金管理公司確認後執行。 1.昆橋(蘇州)半導體科技產業股權投資基金二期合伙企業(有限合伙) 2.昆橋(廈門)半導體科技產業股權投資基金二期合伙企業(有限合伙) 3.昆橋(深圳)半導體科技產業股權投資基金二期合伙企業(有限合伙),2454
2,7,110/09/24,21:27:35,顧大為,財務長,(03)5670766,配合集團內部組織架構調整，代子公司Gaintech Co. Ltd. 公告增資其子公司,第 20款,110/09/24,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: MediaTek Investment HK Limited、Hsu Zhan (HK) Investment Limited、  Digimoc Holdings Limited及MediaTek Global Holdings Limited普通股股份 2.事實發生日:110/9/24~110/9/24 3.交易數量、每單位價格及交易總金額: 1.MediaTek Investment HK Limited:交易單位數量: 不超過570,000,000股, 每單位價格:USD1,交易總金額:不超過USD 570,000,000  2.Hsu Zhan (HK) Investment Limited:交易單位數量: 不超過3,030,000,000股, 每單位價格: USD1,交易總金額: 不超過 USD3,030,000,000 3.Digimoc Holdings Limited:交易單位數量: 不超過970,000,000股, 每單位價格: USD1,交易總金額: 不超過USD970,000,000 4.MediaTek Global Holdings Limited:交易單位數量: 不超過4,330,000,000股, 每單位價格: USD1,交易總金額:不超過USD4,330,000,000 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: 本交易對象均為聯發科技間接100%持有之子公司。 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 本交易對象均為聯發科技間接100%持有之子公司；配合集團內部組織架構調整， 本交易對公司財務業務及股東權益無影響。 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 配合集團內部組織架構調整，Gaintech Co. Limited之母公司MediaTek  Investment Singapore Pte. Ltd. 於110年9月24日以其100%持有之 Cloud Ranger Limited及Digimoc Holdings Limited股權增資 Gaintech Co. Limited;交易總金額:不超過USD59,358,671 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用。 8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明 認列情形）: 不適用。 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 董事會決議後安排增資；無。 10.本次交易之決定方式、價格決定之參考依據及決策單位: Gaintech Co. Limited董事會並參考獨立專家對價格之合理性意見。 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: MediaTek Investment HK Limited: 570,000,000股； 美金570,000,000元；100%；無受限。 Hsu Zhan (HK) Investment Limited: 3,030,000,000股； 美金3,030,000,000元；100%；無受限。 Digimoc Holdings Limited: 970,003,805股； 美金970,003,805元；100%；無受限。 MediaTek Global Holdings Limited: 4,330,000,000股； 美金4,330,000,000元；100%；無受限。 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）: 占最近期財務報表中總資產之比例：54.19% 占最近期財務報表中歸屬於母公司業主之權益之比例：66.41% 最近期財務報表中營運資金數額：新台幣50,541,316仟元 14.經紀人及經紀費用: 無。 15.取得或處分之具體目的或用途: 配合集團內部組織架構調整，本交易對公司財務業務及股東權益無影響。 16.本次交易表示異議董事之意見: 無。 17.本次交易為關係人交易:是 18.董事會通過日期: 民國110年09月24日 19.監察人承認或審計委員會同意日期: 不適用 20.本次交易會計師出具非合理性意見:否 21.會計師事務所名稱: 智權國際會計師事務所 22.會計師姓名: 徐坤光 23.會計師開業證書字號: 台省會證字第2728號 24.是否涉及營運模式變更:否 25.營運模式變更說明: 集團內部組織架構調整，未涉及營運模式變更。 26.過去一年及預計未來一年內與交易相對人交易情形: 無。 27.資金來源: 自有資金、金融資產及100%持有之Hsu-Kang (Samoa) Investment Ltd.、 Hsu-Chia (Samoa) Investment Ltd.、Hsu-Fa (Samoa) Investment Ltd. 、 Cloud Ranger Limited、Gold Rich International (Samoa) Limited、 Digimoc Holdings Limited 、Hsu Zhan (HK) Investment Limited及 MTKC Global Holdings Co. Limited股權 28.其他敘明事項: 配合集團內部組織架構調整，本交易對公司財務業務及股東權益無影響。",2454
3,8,110/09/24,21:28:33,顧大為,財務長,(03)5670766,配合集團內部組織架構調整，代子公司 MediaTek Investment Singapore Pte. Ltd.公告增資其子公司,第 20款,110/09/24,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: Gaintech Co. Limited普通股股份 2.事實發生日:110/9/24~110/9/24 3.交易數量、每單位價格及交易總金額: 交易單位數量:不超過59,358,671股,每單位價格:USD1, 交易總金額:不超過USD59,358,671 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: 本交易對象均為聯發科技直接或間接100%持有之子公司。 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 本交易對象均為聯發科技直接或間接100%持有之子公司；配合集團內部組織架構調整， 本交易對公司財務業務及股東權益無影響。 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 配合集團內部組織架構調整，MediaTek Investment Singapore Pte. Ltd. 之母公司聯發科技於110年9月24日以其100%持有之Digimoc Holdings Limited 股權增資MediaTek Investment Singapore Pte. Ltd.; 交易總金額: USD 1,696,903.51 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用。 8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明 認列情形）: 不適用。 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 董事會決議後安排增資；無。 10.本次交易之決定方式、價格決定之參考依據及決策單位: MediaTek Investment Singapore Pte. Ltd.董事會並參考獨立專家對價格 之合理性意見。 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: Gaintech Co. Limited: 743,172,525股；美金743,172,524.65元；100%；無受限。 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）: 占最近期財務報表中總資產之比例：45.66% 占最近期財務報表中歸屬於母公司業主之權益之比例：55.96% 最近期財務報表中營運資金數額：新台幣50,541,316仟元 14.經紀人及經紀費用: 無。 15.取得或處分之具體目的或用途: 配合集團內部組織架構調整，本交易對公司財務業務及股東權益無影響。 16.本次交易表示異議董事之意見: 無。 17.本次交易為關係人交易:是 18.董事會通過日期: 民國110年09月24日 19.監察人承認或審計委員會同意日期: 不適用 20.本次交易會計師出具非合理性意見:否 21.會計師事務所名稱: 智權國際會計師事務所 22.會計師姓名: 徐坤光 23.會計師開業證書字號: 台省會證字第2728號 24.是否涉及營運模式變更:否 25.營運模式變更說明: 集團內部組織架構調整，未涉及營運模式變更。 26.過去一年及預計未來一年內與交易相對人交易情形: 無。 27.資金來源: 100%持有之Cloud Ranger Limited及Digimoc Holdings Limited股權。 28.其他敘明事項: 配合集團內部組織架構調整，本交易對公司財務業務及股東權益無影響。",2454
4,1,110/09/24,21:29:02,顧大為,財務長,(03)5670766,配合集團內部組織架構調整，代重要子公司MediaTek Investment Singapore Pte. Ltd.公告辦理增資發行新股,第 11款,110/09/24,"1.董事會決議日期: 110/09/24 2.增資資金來源:股權 3.發行股數(如屬盈餘或公積轉增資，則不含配發給員工部分):1,696,904 4.每股面額:USD1 5.發行總金額:USD 1,696,903.51 6.發行價格: USD1 7.員工認購股數或配發金額: 不適用 8.公開銷售股數: 不適用 9.原股東認購或無償配發比例: 100% 10.畸零股及逾期未認購股份之處理方式: 不適用 11.本次發行新股之權利義務: 與已發行普通股股份相同 12.本次增資資金用途: 配合集團內部組織架構調整 13.其他應敘明事項:配合集團內部組織架構調整， 本交易對公司財務業務及股東權益無影響。",2454
5,10,110/09/24,21:30:04,顧大為,財務長,(03)5670766,配合集團內部組織架構調整，代子公司LePower (HK) Ltd. 公告移轉金融資產予MTKC Global Holdings Co. Ltd.,第 20款,110/09/24,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: LePower (HK) Limited持有之金融資產 2.事實發生日:110/9/24~110/9/24 3.交易數量、每單位價格及交易總金額: 不適用；不適用；USD 11,746,515 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: 交易相對人為聯發科技間接100%持有之子公司。 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 交易相對人為聯發科技間接100%持有之子公司; 配合集團內部組織架構調整， 本交易對公司財務業務及股東權益無影響。 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用。 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用。 8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明 認列情形）: 不適用。 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 董事會決議後安排交易；無。 10.本次交易之決定方式、價格決定之參考依據及決策單位: LePower (HK) Limited董事會並參考獨立專家對價格之合理性意見。 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 不適用。 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）: 占最近期財務報表中總資產之比例：0.04% 占最近期財務報表中歸屬於母公司業主之權益之比例：0.04% 最近期財務報表中營運資金數額：新台幣50,541,316仟元 14.經紀人及經紀費用: 無。 15.取得或處分之具體目的或用途: 配合集團內部組織架構調整，本交易對公司財務業務及股東權益無影響。 16.本次交易表示異議董事之意見: 無。 17.本次交易為關係人交易:是 18.董事會通過日期: 民國110年09月24日 19.監察人承認或審計委員會同意日期: 不適用 20.本次交易會計師出具非合理性意見:否 21.會計師事務所名稱: 智權國際會計師事務所 22.會計師姓名: 徐坤光 23.會計師開業證書字號: 台省會證字第2728號 24.是否涉及營運模式變更:否 25.營運模式變更說明: 集團內部組織架構調整，未涉及營運模式變更。 26.過去一年及預計未來一年內與交易相對人交易情形: 無。 27.資金來源: MTKC Global Holdings Co. Limited自有資金。 28.其他敘明事項: 配合集團內部組織架構調整，本交易對公司財務業務及股東權益無影響。",2454
6,9,110/09/24,21:31:09,顧大為,財務長,(03)5670766,配合集團內部組織架構調整，代子公司Gaintech Co. Ltd. 公告移轉股權予MediaTek Singapore Pte. Ltd.,第 20款,110/09/24,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: MediaTek Investment HK Limited普通股股份 2.事實發生日:110/9/24~110/9/24 3.交易數量、每單位價格及交易總金額: 交易單位數量: 不超過570,000,000股,每單位價格:USD1, 交易總金額:不超過USD570,000,000 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: 本交易對象均為聯發科技直接或間接100%持有之子公司。 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 本交易對象均為聯發科技直接或間接100%持有之子公司； 配合集團內部組織架構調整，本交易對公司財務業務及股東權益無影響。 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用。 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用。 8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明 認列情形）: 不適用。 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 董事會決議後安排處分；無。 10.本次交易之決定方式、價格決定之參考依據及決策單位: Gaintech Co. Limited董事會並參考獨立專家對價格之合理性意見。 11.取得或處分有價證券標的公司每股淨值: 不適用 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 570,000,000股；美金570,000,000元；100%；無受限。 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）: 占最近期財務報表中總資產之比例：30.49% 占最近期財務報表中歸屬於母公司業主之權益之比例：37.36% 最近期財務報表中營運資金數額：新台幣50,541,316仟元 14.經紀人及經紀費用: 無。 15.取得或處分之具體目的或用途: 配合集團內部組織架構調整，本交易對公司財務業務及股東權益無影響。 16.本次交易表示異議董事之意見: 無。 17.本次交易為關係人交易:是 18.董事會通過日期: 民國110年09月24日 19.監察人承認或審計委員會同意日期: 不適用 20.本次交易會計師出具非合理性意見:否 21.會計師事務所名稱: 智權國際會計師事務所 22.會計師姓名: 徐坤光 23.會計師開業證書字號: 台省會證字第2728號 24.是否涉及營運模式變更:否 25.營運模式變更說明: 集團內部組織架構調整，未涉及營運模式變更。 26.過去一年及預計未來一年內與交易相對人交易情形: 無。 27.資金來源: MediaTek Singapore Pte. Ltd. 自有資金。 28.其他敘明事項: 配合集團內部組織架構調整，本交易對公司財務業務及股東權益無影響。",2454
7,6,110/09/24,21:31:49,顧大為,財務長,(03)5670766,配合集團內部組織架構調整，代子公司旭達投資公告移轉Core Tech Resources Inc.予MediaTek Singapore,第 11款,110/09/24,"1.併購種類(如合併、分割、收購或股份受讓): 集團內組織分割調整 2.事實發生日:110/9/24 3.參與併購公司名稱(如合併另一方公司、分割新設公司、收購或受讓股份標的公司之 名稱: 聯發科技股份有限公司（下稱聯發科技）集團內部組織架構調整： 旭達投資股份有限公司（下稱旭達投資）分割其海外投資部門相關營業、 資產及負債予MediaTek Singapore Pte. Ltd.（下稱MediaTek Singapore）。 4.交易相對人(如合併另一方公司、分割讓與他公司、收購或受讓股份之交易對象): MediaTek Singapore; 旭達投資。 5.交易相對人為關係人:是 6.交易相對人與公司之關係(本公司轉投資持股達XX%之被投資公司)，並說明選定 收購、受讓他公司股份之對象為關係企業或關係人之原因及是否不影響股東權益: 交易相對人均為聯發科技直接持股100%之子公司； 配合集團內部組織架構調整，本交易對公司財務業務及股東權益無影響。 7.併購目的: 集團內部組織調整。 8.併購後預計產生之效益: 配合集團內部組織架構調整，強化集團管理及資源整合。 9.併購對每股淨值及每股盈餘之影響: 配合集團內部組織架構調整，對聯發科技合併每股淨值及合併每股盈餘無影響。 10.併購後續處理方式，包括支付併購對價之時間及方法等: 組織架構調整案交易基準日暫訂於民國110年11月1日； 以MediaTek Singapore發行新股為對價。 11.併購之對價種類及資金來源: 以MediaTek Singapore發行新股為對價。 12.換股比例及其計算依據: 本交易係參酌交易相對人財務報表中，相關資產及負債之帳面價值(淨值)， 並考量截至交易基準日之營業狀況及損益變化等因素及會計師出具之價值合理性 意見書訂定之。MediaTek Singapore預計發行214,913,919股普通股為對價， 約當交易金額為新台幣4,471,355仟元。 13.本次交易會計師、律師或證券承銷商出具非合理性意見:否 14.會計師或律師事務所名稱或證券承銷商公司名稱: 智權國際會計師事務所 15.會計師或律師姓名: 徐坤光 16.會計師或律師開業證書字號: 台省會證字第2728號 17.獨立專家就本次併購換股比例、配發股東之現金或其他財產之合理性意見書內容 (一、包含公開收購價格訂定所採用之方法、原則或計算方式及與國際慣用之市價法 、成本法及現金流量折現法之比較。二、被收購公司與已上市櫃同業之財務狀況 、獲利情形及本益比之比較情形。三、公開收購價格若參考鑑價機構之鑑價報告者 ，應說明該鑑價報告內容及結論。四、收購人融資償還計畫若係以被收購公司或合 併後存續公司之資產或股份為擔保者，應說明對被收購公司或合併後存續公司財務 業務健全性之影響評估): 本交易係參酌交易相對人財務報表中，相關資產及負債之帳面價值(淨值)， 並考量至交易基準日之營業狀況及損益變化等因素進行預估。 MediaTek Singapore預計發行214,913,919股普通股為對價， 約當交易金額為新台幣4,471,355仟元。本案對聯發科技股東權益無影響。 18.預定完成日程: 交易基準日暫訂為民國110年11月1日。 19.既存或新設公司承受消滅(或分割)公司權利義務相關事項(註二): 自交易基準日起，MediaTek Singapore將依本交易承受旭達投資分割之相關資產、 負債及權利義務；MediaTek Singapore及旭達投資將依相關規定共同辦理必要之程序。 20.參與合併公司之基本資料(註三): 不適用。 21.分割之相關事項(含預定讓與既存公司或新設公司之營業、資產之評價價值；被 分割公司或其股東所取得股份之總數、種類及數量；被分割公司資本減少時，其資 本減少有關事項)(註：若非分割公告時，則不適用): (1)本交易係參酌交易相對人財務報表中，相關資產及負債之帳面價值(淨值)， 並考量至交易基準日之營業狀況及損益變化等因素進行預估。 MediaTek Singapore預計發行214,913,919股普通股為對價， 約當交易金額為新台幣4,471,355仟元。 (2)旭達投資之實收資本將因本交易而減少新台幣4,471,355仟元， 將依相關法令規定辦理股份銷除。 22.併購股份未來移轉之條件及限制: 無。 23.併購完成後之計畫(包含一、繼續經營公司業務之意願及計畫內容。二、是否發生 解散、下市(櫃)、重大變更組織、資本、業務計畫、財務及生產，或其他任何影響 公司股東權益之重大事項): 配合集團內部組織架構調整，本交易對公司財務業務及股東權益無影響。 24.其他重要約定事項: 無。 25.其他與併購相關之重大事項: 無。 26.本次交易，董事有無異議:否 27.併購交易中涉及利害關係董事資訊(自然人董事姓名或法人董事名稱暨其代表人姓名 、其自身或其代表之法人有利害關係之重要內容(包括但不限於實際或預計投資其他 參加併購公司之方式、持股比率、交易價格、是否參與併購公司之經營及其他投資條件 等情形)、其應迴避或不迴避理由、迴避情形、贊成或反對併購決議之理由): 無。 28.是否涉及營運模式變更:否 29.營運模式變更說明(註四): 集團內部組織架構調整，未涉及營運模式變更。 30.過去一年及預計未來一年內與交易相對人交易情形(註五): 無。 31.資金來源(註五): MediaTek Singapore發行新股。 32.其他敘明事項: 本交易完成後，MediaTek Singapore將直接持有Core Tech Resources Inc.。 註二、既存或新設公司承受消滅公司權利義務相關事項，包括庫藏股及已發行具有股權性質有 　　　價證券之處理原則。 註三：參與合併公司之基本資料包括公司名稱及所營業務之主要內容。 註四：倘涉營運模式變更，請於欄位敘明包括營業範圍變更、產品線擴充/縮減、製程調整、產業 　　　水平/垂直整合，或其他涉及營運架構調整事項。 註五：非屬私募資金用以併購案件者，得填寫不適用。",2454
8,2,110/09/24,21:32:33,顧大為,財務長,(03)5670766,代重要子公司旭達投資(股)公司組織調整案公告債權人通知事宜,第 51款,110/09/24,1.事實發生日:110/09/24 2.公司名稱:旭達投資(股)公司 3.與公司關係(請輸入本公司或子公司):子公司 4.相互持股比例:100% 5.發生緣由: 一、旭達投資(股)公司於民國110年9月24日召開董事會(代行使股東會職權)決議分割 其海外投資部門之相關營業、資產及負債予MediaTek Singapore Pte. Ltd. (以下稱「本分割案」)，並暫定以民國110年11月1日為分割基準日。 二、謹依企業併購法第三十五條第六項規定公告， 如旭達投資(股)公司之債權人對本分割案有異議者，請於公告日起31日內， 檢附相關債權證明文件，以書面方式掛號郵寄(以郵戳日為憑)向旭達投資(股)公司提出 ，逾期即視為無異議。 6.因應措施:另採報紙公告及各債權人發函通知。 7.其他應敘明事項:無,2454
9,3,110/09/24,21:32:57,顧大為,財務長,(03)5670766,代重要子公司旭達投資股份有限公司公告召集董事會 (代行使股東會職權),第 17款,110/09/24,1.董事會決議日期:110/09/24 2.股東臨時會召開日期:110/09/24 3.股東臨時會召開地點:不適用 4.召集事由一、報告事項:無 5.召集事由二、承認事項:無 6.召集事由三、討論事項: (1)組織調整案。 (2)因組織調整減資案。 7.召集事由四、選舉事項:無 8.召集事由五、其他議案:無 9.召集事由六、臨時動議:無 10.停止過戶起始日期:NA 11.停止過戶截止日期:NA 12.其他應敘明事項:無,2454
