,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,111/10/05,17:06:29,顧大為,財務長,(03)5670766,公告本公司參與機構投資人說明會,第 12款,111/10/06,符合條款第四條第XX款：12 事實發生日：111/10/06 1.召開法人說明會之日期：111/10/06 2.召開法人說明會之時間：09 時 00 分  3.召開法人說明會之地點：線上法說會 4.法人說明會擇要訊息：公告本公司111年10月6日受邀參加野村證券舉辦之Nomura Virtual Taiwan Corporate Day 2022，簡報資料請參閱公開資訊觀測站。 5.其他應敘明事項：無 完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,2454
1,1,111/10/07,17:04:44,顧大為,財務長,(03)5670766,代重要子公司MEDIATEK SINGAPORE PTE. LTD. 董事會公告決議發放股利,第 14款,111/10/07,"1.董事會決議日期:111/10/07 2.發放股利種類及金額: 發放現金股利USD150,000,000元 3.其他應敘明事項: 本公司持有MEDIATEK SINGAPORE PTE. LTD. 100%之股權",2454
2,1,111/10/11,16:56:15,顧大為,財務長,(03)5670766,聯發科技111年9月份自結合併營收淨額公告,第 51款,111/10/11,1.事實發生日:111/10/11 2.公司名稱:聯發科技股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由: 聯發科技一百一十一年九月份自結合併營收淨額為新台幣565億7仟1佰萬元， 較前月合併營收淨額新台幣447億元增加26.56%。 6.因應措施:無 7.其他應敘明事項:無,2454
3,1,111/10/14,16:55:53,顧大為,財務長,(03)5670766,本公司於111/10/28召開第三季財報暨營運線上說明會,第 12款,111/10/28,符合條款第四條第XX款：12 事實發生日：111/10/28 1.召開法人說明會之日期：111/10/28 2.召開法人說明會之時間：15 時 00 分  3.召開法人說明會之地點：線上法說會 4.法人說明會擇要訊息：(1) 公布本公司2022年第3季財務報告及2022年第4季業績展望。 (2) 參加方式：請參見https://corp.mediatek.tw/investor-relations/financial-information/quarterly-earnings 5.其他應敘明事項：無 完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,2454
4,1,111/10/14,16:56:11,顧大為,財務長,(03)5670766,代重要子公司Gaintech Co. Limited董事會公告決議發放股利,第 14款,111/10/14,"1.董事會決議日期:111/10/14 2.發放股利種類及金額:發放現金股利USD680,000,000元 3.其他應敘明事項:本公司持有Gaintech Co. Limited 100%之股權",2454
5,1,111/10/28,18:00:01,顧大為,財務長,(03)5670766,本公司2022年第3季合併財務報告,第 51款,111/10/28,"1.事實發生日:111/10/28 2.公司名稱:聯發科技股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由: 聯發科技公佈2022年第3季合併財務報告 本季合併營收為新台幣1,421億6仟1佰萬元，較前季減少8.7%，較去年同期增加8.5% 本季合併毛利率為49.3%，與前季相同，較去年同期增加2.6個百分點 本季合併營業利益為新台幣330億5仟4佰萬元，較前季減少15.6%，較去年同期增加12.9% 本季合併本期淨利為新台幣310億8仟5佰萬元，每股盈餘為新台幣19.54元  合併營業收入 本公司2022年9月30日結算之第3季營業收入淨額為新台幣1,421億6仟1佰萬元，較前季 減少8.7%，較去年同期增加8.5%。本季營收較前季減少，主要因客戶庫存調整。本季 營收較去年同期增加，主要因各主要產品線營收皆受惠規格提升而成長。  合併營業毛利與毛利率 本季營業毛利為新台幣700億9仟5佰萬元，較前季減少8.7%，較去年同期增加14.5%。 毛利率為49.3%，與前季相同，但較去年同期增加2.6個百分點，主要因產品組合變化。  合併本期淨利、合併本期淨利率與每股盈餘 本季本期淨利為新台幣310億8仟5佰萬元，較前一季減少12.7%，較去年同期增加9.6%。 本季本期淨利率為21.9%，低於前一季之22.9%，高於去年同期之21.6%。每股盈餘為 新台幣19.54元，低於前一季之新台幣22.39元，高於去年同期之新台幣17.92元。 本季本期淨利、本期淨利率與每股盈餘較前季減少，主要因本季營收較前季減少。 本季本期淨利、本期淨利率與每股盈餘較去年同期增加，主要因本季營收與毛利率 皆較去年同期提升。  2022年第四季營運展望 合併營收: 約新台幣 1,080 億 ~ 1,194 億元 (假設2022-Q4美元兌台幣平均匯率為1：31.5) 合併毛利率: 48.5%  ±  1.5% 合併營業費用率: 31%  ±  2%  6.因應措施:不適用 7.其他應敘明事項:無",2454
6,1,111/10/28,18:00:42,顧大為,財務長,(03)5670766,公告本公司111年第3季合併財務報告業經董事會決議通過,第 31款,111/10/28,"1.提報董事會或經董事會決議日期:111/10/28 2.審計委員會通過日期:111/10/27 3.財務報告或年度自結財務資訊報導期間 起訖日期(XXX/XX/XX~XXX/XX/XX):111/01/01~111/09/30 4.1月1日累計至本期止營業收入(仟元):440,601,946 5.1月1日累計至本期止營業毛利(毛損) (仟元):218,643,069 6.1月1日累計至本期止營業利益(損失) (仟元):108,702,197 7.1月1日累計至本期止稅前淨利(淨損) (仟元):114,503,907 8.1月1日累計至本期止本期淨利(淨損) (仟元):100,110,619 9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):99,653,029 10.1月1日累計至本期止基本每股盈餘(損失) (元):62.95 11.期末總資產(仟元):639,893,975 12.期末總負債(仟元):211,570,827 13.期末歸屬於母公司業主之權益(仟元):425,428,069 14.其他應敘明事項:無",2454
7,2,111/10/28,18:01:15,顧大為,財務長,(03)5670766,公告本公司董事會決議辦理限制員工權利新股收回註銷減資事宜,第 11款,111/10/28,"1.董事會決議日期:111/10/28 2.減資緣由:因原獲配限制員工權利新股之員工未達既得條件，將收回之限制員工權利 新股辦理註銷減資。 3.減資金額:新台幣271,850元 4.消除股份:27,185股 5.減資比率:0.0017% 6.減資後股本:新台幣15,992,824,270元 7.預定股東會日期:不適用 8.預計減資新股上市後之上市普通股股數:1,599,282,427股 9.預計減資新股上市後之上市普通股股數占已發行普通股比率 （減資後上市普通股股數/減資後已發行普通股股數）:不適用 10.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者， 請說明股權流通性偏低之因應措施:不適用 11.減資基準日:111/10/28 12.其他應敘明事項:無",2454
8,2,111/10/28,18:02:24,顧大為,財務長,(03)5670766,代重要子公司MediaTek Investment Singapore Pte. Ltd. 公告董事會決議辦理實物減資,第 11款,111/10/28,"1.董事會決議日期:111/10/28 2.減資緣由:配合集團組織架構調整辦理減資 3.減資金額:美金 19,009,384元 4.消除股份:19,009,384股 5.減資比率:0.84% 6.減資後股本:美金 2,233,845,497.08元 7.預定股東會日期:不適用 8.預計減資新股上市後之上市普通股股數:不適用 9.預計減資新股上市後之上市普通股股數占已發行普通股比率 （減資後上市普通股股數/減資後已發行普通股股數）:不適用 10.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者， 請說明股權流通性偏低之因應措施:不適用 11.減資基準日:不適用 12.其他應敘明事項: 本公司持有MediaTek Investment Singapore Pte. Ltd. 100%之股權。 該子公司以其所持有之MediaTek Bangalore Private Limited股份1,999,999股 作為退還予本公司之實物減資之數額。",2454
9,1,111/10/31,17:30:58,顧大為,財務長,(03)5670766,代子公司Hsu Zhan (HK) Investment Limited. 公告處份有價證券,第 20款,111/10/31,"1.證券名稱: XS2481075708，債券 2.交易日期:111/10/31~111/10/31 3.交易數量、每單位價格及交易總金額: 交易數量100,000單位; 每單位價格95.6; 交易總金額 NT$307,965,840 4.處分利益（或損失）（取得有價證券者不適用）: NT$8,703,840(含匯率影響數) 5.與交易標的公司之關係: 無 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 0;無 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 2.6%; 3.9%; NT$8,178,639,000 8.取得或處分之具體目的: 處分財務投資 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 無 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無",2454
