,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,111/06/01,17:21:37,顧大為,財務長,(03)5670766,代重要子公司達發科技股份有限公司公告一一一年股東常會 重要決議事項,第 18款,111/06/01,1.股東常會日期:111/06/01 2.重要決議事項一、盈餘分配或盈虧撥補:盈餘不分配 3.重要決議事項二、章程修訂:無 4.重要決議事項三、營業報告書及財務報表: 通過承認民國一一○年度之營業報告書及一○九、一一○年度財務報表案 5.重要決議事項四、董監事選舉: 選舉本公司第十屆董事(含獨立董事)案 董事當選名單如下﹕ 新任董事﹕ 法人董事﹕聯發科技股份有限公司 法人董事代表人﹕謝清江 法人董事代表人﹕顧大為 新任獨立董事﹕ 李吉仁 簡立峰 簡禎富 6.重要決議事項五、其他事項: (1)通過修訂本公司「股東會議事規則」案 (2)通過初次上市掛牌前之現金增資提撥新股公開承銷及全體股東放棄 原股東可認購現金增資認股權利案 (3)通過全面改選董事案及設置審計委員會案 (4)通過解除本公司第十屆董事及其代表人競業禁止之限制案 7.其他應敘明事項:無,2454
1,2,111/06/01,17:21:59,顧大為,財務長,(03)5670766,代重要子公司達發科技股份有限公司公告111年股東常會決議 解除第十屆董事及其代表人競業禁止之限制案,第 21款,111/06/01,"1.股東會決議日:111/06/01 2.許可從事競業行為之董事姓名及職稱: (1)董事﹕法人董事﹕聯發科技股份有限公司 (2)董事﹕法人董事代表人﹕謝清江 (3)董事﹕法人董事代表人﹕顧大為 (4)獨立董事﹕李吉仁 (5)獨立董事﹕簡立峰 (6)獨立董事﹕簡禎富 3.許可從事競業行為之項目: (1)法人董事﹕聯發科技股份有限公司 寰發股份有限公司 旭達投資股份有限公司 聯發資本股份有限公司 立錡科技股份有限公司 九暘電子股份有限公司 旭源投資股份有限公司 (2)董事﹕聯發科技股份有限公司代表人﹕謝清江 Spidcom Technologies 董事 擎發通訊科技(合肥)有限公司 執行董事/法定代表人 Nephos Pte. Ltd. 董事 Airoha (Cayman) Inc. 絡達(開曼)有限公司 董事 達發科技(蘇州)有限公司 董事長/法定代表人 (3)董事﹕聯發科技股份有限公司代表人﹕顧大為 聯發科技股份有限公司 執行副總暨財務長兼公司發言人 聯發創新基地股份有限公司 董事長 寰發股份有限公司 董事長 常憶科技股份有限公司 董事 旭達投資股份有限公司 董事長 立錡科技股份有限公司 董事 聯發科中國有限公司董事 翔發投資股份有限公司 董事長 擎發通訊科技(合肥)有限公司 董事 MediaTek Bangalore Private Limited 董事 MediaTek India Technology Pvt. Ltd. 董事 MediaTek Japan Inc. 董事 MediaTek Korea Inc. 董事 MediaTek Research UK Limited 董事 MediaTek Sweden AB 董事 MediaTek USA Inc. 董事 MediaTek Wireless FZ-LLC 董事 MStar France SAS 董事 MStar Semiconductor UK Ltd. 董事 MTK Wireless Limited (UK) 董事 Spidcom Technologies 董事 Digimoc Holdings Limited 董事 Core Tech Resources Inc. 董事 Gaintech Co. Limited 董事 IStar Technology Ltd. 董事 MediaTek Investment Singapore Pte. Ltd. 董事 MStar Co., Ltd. 董事 MediaTek Global Holdings Limited 董事 MTKC Global Holdings Co. Limited 董事 Nephos Cayman Co. Limited 董事 芯發(杭州)科技有限公司 董事 唯捷創芯(天津)電子技術股份有限公司 董事 Intelligo Technology Inc. 董事 天擎積體電路股份有限公司 董事 深圳市匯頂科技股份有限公司 董事 MediaTek North America Inc. 董事 旭源投資股份有限公司 董事長 (4)獨立董事﹕李吉仁 宏碁股份有限公司 獨立董事 台達電子工業股份有限公司 獨立董事 晶睿通訊股份有限公司 獨立董事 致伸科技股份有限公司 董事 榮成紙業股份有限公司 董事 天下雜誌股份有限公司 董事 親子天下股份有限公司 董事 社企流股份有限公司 董事 活水參影響力投資股份有限公司 董事 艾新銳創業顧問股份有限公司 董事 新銳資本股份有限公司 董事 (5)獨立董事﹕簡立峰 Appier沛星互動科技股份有限公司 獨立董事 iKala互動媒體股份有限公司 董事 (6)獨立董事﹕簡禎富 國立清華大學工業工程與工程管理學系 講座教授 科技部人工智慧製造系統 研究中心主任 中國工業工程學會 理事長 亞洲大學 講座教授 工業技術研究院 人工智慧應用策略諮議委員 同泰電子股份有限公司 獨立董事 臻鼎科技控股股份有限公司 獨立董事 4.許可從事競業行為之期間:任職本公司董事職務之期間 5.決議情形（請依公司法第209條說明表決結果）: 本案經表決照案通過，表決結果如下： 表決時出席股東表決權數﹕142,580,017 權 贊成﹕142,580,017權，占表決權數100% 反對﹕0權，占表決權數0% 無效﹕0權，占表決權數0% 棄權﹕0權，占表決權數0% 6.所許可之競業行為如屬大陸地區事業之營業者，董事姓名及職稱 （非屬大陸地區事業之營業者，以下請輸〝不適用〞）: 董事﹕聯發科技股份有限公司代表人﹕謝清江 董事﹕聯發科技股份有限公司代表人﹕顧大為 7.所擔任該大陸地區事業之公司名稱及職務: 擎發通訊科技(合肥)有限公司 執行董事/法定代表人﹕謝清江 達發科技(蘇州)有限公司 董事長/法定代表人﹕謝清江 聯發科中國有限公司 法定代表人/董事﹕顧大為 擎發通訊科技(合肥)有限公司 董事﹕顧大為 芯發(杭州)科技有限公司 董事﹕顧大為 唯捷創芯(天津)電子技術股份有限公司 董事﹕顧大為 深圳市匯頂科技股份有限公司 董事﹕顧大為 8.所擔任該大陸地區事業地址: 擎發通訊科技(合肥)有限公司﹕安徽省合肥市高新區黃山路622號 軟件研究中心B座1樓 達發科技(蘇州)有限公司﹕江蘇省蘇州工業園區金雞湖大道1355號D304-1 聯發科中國有限公司﹕ROOMS 2006-8, 20/F, TWO CHINACHEM EXCHANGE SQUARE, 338 KING'S ROAD, NORTH POINT, HONG KONG 芯發(杭州)科技有限公司﹕浙江省杭州市西湖區六和金座1幢601-602室 唯捷創芯(天津)電子技術股份有限公司﹕天津開發區信環西路19號 2號樓2701-3室 深圳市匯頂科技股份有限公司﹕深圳市福田區保稅區騰飛工業大廈B座13層 9.所擔任該大陸地區事業營業項目: 擎發通訊科技(合肥)有限公司﹕軟硬件開發及銷售 達發科技(蘇州)有限公司﹕集成電路的設計諮詢、研發 聯發科中國有限公司﹕投資業務 芯發(杭州)科技有限公司﹕通訊電子及計算機軟硬件開發及銷售 唯捷創芯(天津)電子技術股份有限公司﹕ 集成電路的設計諮詢、研發、測試、銷售及相關技術服務 深圳市匯頂科技股份有限公司﹕消費性電子產品及軟硬件之開發及生產及銷售 10.對本公司財務業務之影響程度:無 11.董事如有對該大陸地區事業從事投資者，其投資金額及持股比例:無 12.其他應敘明事項:無",2454
2,3,111/06/01,17:22:09,顧大為,財務長,(03)5670766,代重要子公司達發科技股份有限公司公告111年股東常會決議 全面改選董事(含獨立董事)暨選任董事長,第 6款,111/06/01,"1.發生變動日期:111/06/01 2.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、自然人董事   或自然人監察人）:法人董事、獨立董事 3.舊任者職稱及姓名: 法人董事﹕聯發科技股份有限公司 法人董事代表人﹕謝清江 法人董事代表人﹕顧大為 法人董事代表人﹕陳恒真 法人董事代表人﹕張志偉 法人董事代表人﹕王博民 自然人監察人﹕張立媛 自然人監察人﹕蔡秉憲 4.舊任者簡歷: 法人董事﹕聯發科技股份有限公司 法人董事代表人﹕謝清江，達發科技股份有限公司 董事長暨總經理 法人董事代表人﹕顧大為，聯發科技股份有限公司 執行副總暨財務長兼公司發言人 法人董事代表人﹕陳恒真，聯發科技股份有限公司 財務本部總經理 法人董事代表人﹕張志偉，達發科技股份有限公司 執行副總經理 法人董事代表人﹕王博民，達發科技股份有限公司 執行副總經理 自然人監察人﹕張立媛，聯發科技股份有限公司  財務處長 自然人監察人﹕蔡秉憲，聯發資本股份有限公司  投資處長 5.新任者職稱及姓名: 新任法人董事﹕聯發科技股份有限公司 法人董事代表人﹕謝清江 法人董事代表人﹕顧大為 新任獨立董事﹕ 李吉仁 簡立峰 簡禎富 6.新任者簡歷: 新任法人董事﹕聯發科技股份有限公司 法人董事代表人﹕謝清江，達發科技股份有限公司 董事長暨總經理 法人董事代表人﹕顧大為，聯發科技股份有限公司 執行副總暨財務長兼公司發言人 新任獨立董事﹕ 李吉仁，國立台灣大學 教授 簡立峰，美商科高國際有限公司台灣分公司 Director - SWE 簡禎富，國立清華大學 講座教授 7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）: 新任 8.異動原因:全面改選 9.新任者選任時持股數: 新任法人董事﹕ 聯發科技股份有限公司 代表人﹕謝清江﹕ 112,305,745股 聯發科技股份有限公司 代表人﹕顧大為﹕ 112,305,745股 新任獨立董事﹕ 李吉仁﹕ 0股 簡立峰﹕ 0股 簡禎富﹕ 0股 10.原任期（例xx/xx/xx ~ xx/xx/xx）:110/10/18~113/10/17 11.新任生效日期:111/06/01 12.同任期董事變動比率:全面改選不適用 13.同任期獨立董事變動比率:不適用 14.同任期監察人變動比率:全面改選不適用 15.屬三分之一以上董事發生變動（請輸入是或否）:是 16.其他應敘明事項:於同日召開董事會選任謝清江先生擔任董事長",2454
3,4,111/06/01,17:22:18,顧大為,財務長,(03)5670766,代重要子公司達發科技股份有限公司公告設置審計委員會暨 第一屆委員名單,第 6款,111/06/01,1.發生變動日期:111/06/01 2.功能性委員會名稱:審計委員會 3.舊任者姓名:不適用 4.舊任者簡歷:不適用 5.新任者姓名: 李吉仁 簡立峰 簡禎富 6.新任者簡歷: 李吉仁/國立台灣大學 教授 簡立峰/美商科高國際有限公司台灣分公司 Director - SWE 簡禎富/國立清華大學 講座教授 7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任 8.異動原因:由新任獨立董事組成第一屆審計委員會，以替代執行監察人職務 9.原任期（例xx/xx/xx ~ xx/xx/xx）:不適用 10.新任生效日期:111/06/01 11.其他應敘明事項:無,2454
4,5,111/06/01,17:22:26,顧大為,財務長,(03)5670766,代重要子公司達發科技股份有限公司公告設置薪資報酬委員會 暨委任第一屆委員名單,第 6款,111/06/01,1.發生變動日期:111/06/01 2.功能性委員會名稱:薪資報酬委員會 3.舊任者姓名:不適用 4.舊任者簡歷:不適用 5.新任者姓名: 李吉仁 簡立峰 簡禎富 6.新任者簡歷: 李吉仁/國立台灣大學 教授 簡立峰/美商科高國際有限公司台灣分公司 Director - SWE 簡禎富/國立清華大學 講座教授 7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任 8.異動原因:董事會決議設置薪資報酬委員會暨委任第一屆薪資報酬委員 9.原任期（例xx/xx/xx ~ xx/xx/xx）:不適用 10.新任生效日期:111/06/01 11.其他應敘明事項:無,2454
5,1,111/06/06,16:07:37,顧大為,財務長,(03)5670766,公告本公司調整配息率,第 14款,111/06/06,"1.董事會或股東會決議日期:111/06/06 2.原發放股利種類及金額: (1)盈餘分派現金股利新台幣91,147,046,031元，每股配發新台幣57元、 (2)資本公積配發現金新台幣25,585,135,728元，每股配發新台幣16元 3.變更後發放股利種類及金額: (1)盈餘分派現金股利新台幣91,147,046,031元，每股配發新台幣57.00082799元、 (2)資本公積配發現金新台幣25,585,135,728元，每股配發新台幣16.00023241元 4.變更原因:因本公司執行員工認股權憑證及收回限制員工權利新股，致影響  流通在外股數，董事會授權董事長調整配息率。 5.其他應敘明事項:無",2454
6,1,111/06/06,16:09:36,顧大為,財務長,(03)5670766,公告本公司參與機構投資人說明會,第 12款,111/06/07,符合條款第四條第XX款：12 事實發生日：111/06/07 1.召開法人說明會之日期：111/06/07 2.召開法人說明會之時間：09 時 00 分  3.召開法人說明會之地點：線上法說會 4.法人說明會擇要訊息：公告本公司111年6月7日受邀參加高盛證券舉辦之Global Semiconductor Virtual Conference 2022，簡報資料請參閱公開資訊觀測站。 5.其他應敘明事項：無 完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,2454
7,1,111/06/10,16:56:20,顧大為,財務長,(03)5670766,聯發科技111年5月份自結合併營收淨額公告,第 51款,111/06/10,1.事實發生日:111/06/10 2.公司名稱:聯發科技股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由: 聯發科技一百一十一年五月份自結合併營收淨額為新台幣520億7仟6佰萬元， 較前月合併營收淨額新台幣526億2仟5佰萬元減少1.04%。 6.因應措施:無 7.其他應敘明事項:無,2454
8,2,111/06/10,16:56:40,顧大為,財務長,(03)5670766,代重要子公司立錡科技股份有限公司公告民國111年除息基準日,第 14款,111/06/10,"1.董事會、股東會決議或公司決定日期:111/06/10 2.除權、息類別（請填入「除權」、「除息」或「除權息」）:除息 3.發放股利種類及金額:盈餘分配普通股現金股利新台幣NT$5,713,173,071元 4.除權（息）交易日:NA 5.最後過戶日:111/06/30 6.停止過戶起始日期:111/07/01 7.停止過戶截止日期:111/07/05 8.除權（息）基準日:111/07/05 9.其他應敘明事項:現金股利發放日111/07/18",2454
9,1,111/06/17,15:11:27,顧大為,財務長,(03)5670766,公告本公司參與機構投資人說明會,第 12款,111/06/20,符合條款第四條第XX款：12 事實發生日：111/06/20 1.召開法人說明會之日期：111/06/20 ~ 111/06/21 2.召開法人說明會之時間：16 時 00 分  3.召開法人說明會之地點：線上法說會 4.法人說明會擇要訊息：公告本公司111年6月20日至6月21日受邀參加瑞銀證券舉辦之Taiwan Virtual Conference 2022，簡報資料請參閱公開資訊觀測站。 5.其他應敘明事項：無 完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,2454
