,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,111/02/23,18:17:49,徐光宇,專案協理,(02)27478711-2790,本公司取得不動產使用權資產,第 20款,111/02/23,"1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）: 桃園市中壢區定寧路15號1樓之不動產使用權資產 2.事實發生日:111/2/23~111/2/23 3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額: 建物租賃面積： 48.5坪 交易總金額: 使用權資產 2,536仟元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關 係人者，得免揭露其姓名）: 交易相對人：統一企業(股)公司 與公司之關係：本公司之母公司 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之 所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期 及移轉金額: 選定關係人為交易對象之原因：符合公司業務上整體規劃 前次移轉所有人：經濟部 前次移轉之所有人與公司及交易相對人之關係：非關係人 前次移轉日期：於1979/4/13取得土地 前次移轉金額：整筆土地移轉金額479佰萬元； 建物為自行建造故不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係 人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明 認列情形）: 不適用 8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 交付或付款條件：依合約規定 契約限制條款及其他重要約定事項：無 9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及 決策單位: 交易決定方式:議價 價格決定之參考依據: 依據市場行情 決策單位: 董事會 10.專業估價者事務所或公司名稱及其估價金額: 不適用 11.專業估價師姓名: 不適用 12.專業估價師開業證書字號: 不適用 13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用 14.是否尚未取得估價報告:否或不適用 15.尚未取得估價報告之原因: 不適用 16.估價結果有重大差異時，其差異原因及會計師意見: 不適用 17.會計師事務所名稱: 不適用 18.會計師姓名: 不適用 19.會計師開業證書字號: 不適用 20.經紀人及經紀費用: 不適用 21.取得或處分之具體目的或用途: 店鋪營運 22.本次交易表示異議之董事之意見: 不適用 23.本次交易為關係人交易:是 24.董事會通過日期: 民國111年2月24日 25.監察人承認或審計委員會同意日期: 民國111年2月23日 26.本次交易係向關係人取得不動產或其使用權資產:是 27.依「公開發行公司取得或處分資產處理準則」第十六條規定 評估之價格:不適用 28.依前項評估之價格較交易價格為低者，依同準則第十七條規 定評估之價格:不適用 29.其他敘明事項: 尚未經董事會決議，若董事會決議有異議再另行公告。",2912
1,2,111/02/23,18:18:37,徐光宇,專案協理,(02)27478711-2790,本公司處分不動產使用權資產,第 20款,111/02/23,"1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）: 新竹市東區光復路二段321號2館1樓之不動產使用權資產 2.事實發生日:111/2/23~111/2/23 3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額: 建物租賃面積：182.58坪 交易總金額: 使用權資產56,795仟元。 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關 係人者，得免揭露其姓名）: 交易相對人：統一生活事業股份有限公司 與公司之關係：關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之 所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期 及移轉金額: 選定關係人為交易對象之原因：符合公司業務上整體規劃 前次移轉所有人：財團法人工業技術研究院 前次移轉之所有人與公司及交易相對人之關係：非關係人 前次移轉日期：預計於2022/04/16取得該不動產使用權資產 前次移轉金額：預計租金為718仟元/月。 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係 人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明 認列情形）: 0元 8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 交付或付款條件：依合約規定 契約限制條款及其他重要約定事項：無 9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及 決策單位: 交易決定方式:議價 價格決定之參考依據: 依據市場行情 決策單位: 董事會 10.專業估價者事務所或公司名稱及其估價金額: 不適用 11.專業估價師姓名: 不適用 12.專業估價師開業證書字號: 不適用 13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用 14.是否尚未取得估價報告:否或不適用 15.尚未取得估價報告之原因: 不適用 16.估價結果有重大差異時，其差異原因及會計師意見: 不適用 17.會計師事務所名稱: 不適用 18.會計師姓名: 不適用 19.會計師開業證書字號: 不適用 20.經紀人及經紀費用: 不適用 21.取得或處分之具體目的或用途: 符合業務上整體發展需求，發揮集團最大效益 22.本次交易表示異議之董事之意見: 不適用 23.本次交易為關係人交易:是 24.董事會通過日期: 民國111年2月24日 25.監察人承認或審計委員會同意日期: 民國111年2月23日 26.本次交易係向關係人取得不動產或其使用權資產:否 27.依「公開發行公司取得或處分資產處理準則」第十六條規定 評估之價格:不適用 28.依前項評估之價格較交易價格為低者，依同準則第十七條規 定評估之價格:不適用 29.其他敘明事項: 尚未經董事會決議，若董事會決議有異議再另行公告",2912
2,3,111/02/23,18:19:38,徐光宇,專案協理,(02)27478711-2790,本公司處分不動產使用權資產,第 20款,111/02/23,"1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）: 1) 新竹市東區光復路二段321號2館1樓之不動產使用權資產 2) 台北市萬華區漢中街51號1樓部份及2、3樓全部之不動產使用權資產 2.事實發生日:111/2/23~111/2/23 3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額: 1) 建物租賃面積：94.83坪；使用權資產總金額29,499仟元 2) 建物租賃面積：141.3坪；使用權資產總金額30,781仟元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關 係人者，得免揭露其姓名）: 交易相對人：悠旅生活事業股份有限公司 與公司之關係：關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之 所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期 及移轉金額: 1) 選定關係人為交易對象之原因：符合公司業務上整體規劃 前次移轉所有人：財團法人工業技術研究院 前次移轉之所有人與公司及交易相對人之關係：非關係人 前次移轉日期：預計於2022/4/16取得該不動產使用權資產 前次移轉金額：預計租金為718仟元/月 2) 選定關係人為交易對象之原因：符合公司業務上整體規劃 前次移轉所有人：自然人 前次移轉之所有人與公司及交易相對人之關係：非關係人 前次移轉日期：於2000/5/26取得該不動產使用權資產 前次移轉金額：租金為730仟元/月 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係 人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明 認列情形）: 0元 8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 交付或付款條件：依合約規定 契約限制條款及其他重要約定事項：無 9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及 決策單位: 交易決定方式:議價 價格決定之參考依據: 依據市場行情 決策單位: 董事會 10.專業估價者事務所或公司名稱及其估價金額: 不適用 11.專業估價師姓名: 不適用 12.專業估價師開業證書字號: 不適用 13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用 14.是否尚未取得估價報告:否或不適用 15.尚未取得估價報告之原因: 不適用 16.估價結果有重大差異時，其差異原因及會計師意見: 不適用 17.會計師事務所名稱: 不適用 18.會計師姓名: 不適用 19.會計師開業證書字號: 不適用 20.經紀人及經紀費用: 不適用 21.取得或處分之具體目的或用途: 符合業務上整體發展需求，發揮集團最大效益 22.本次交易表示異議之董事之意見: 不適用 23.本次交易為關係人交易:是 24.董事會通過日期: 民國111年2月24日 25.監察人承認或審計委員會同意日期: 民國111年2月23日 26.本次交易係向關係人取得不動產或其使用權資產:否 27.依「公開發行公司取得或處分資產處理準則」第十六條規定 評估之價格:不適用 28.依前項評估之價格較交易價格為低者，依同準則第十七條規 定評估之價格:不適用 29.其他敘明事項: 尚未經董事會決議，若董事會決議有異議再另行公告。",2912
3,4,111/02/23,18:20:35,徐光宇,專案協理,(02)27478711-2790,本公司處分不動產使用權資產(租期調整),第 20款,111/02/23,"1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）: 台北市大安區大安路一段43號1樓之不動產使用權資產 2.事實發生日:111/2/23~111/2/23 3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額: 建物租賃面積：依合約規定 交易總金額: 原使用權資產8,283仟元 本次調整租期後，使用權資產金額為5,894元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關 係人者，得免揭露其姓名）: 交易相對人：統一生活事業股份有限公司 與公司之關係：關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之 所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期 及移轉金額: 選定關係人為交易對象之原因：符合公司業務上整體規劃 前次移轉所有人：自然人 前次移轉之所有人與公司及交易相對人之關係：非關係人 前次移轉日期：於2008/5/24取得不動產使用權資產 前次移轉金額：租金為305仟元/月 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係 人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明 認列情形）: 0元 8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 交付或付款條件：依合約規定 契約限制條款及其他重要約定事項：無 9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及 決策單位: 交易決定方式:議價 價格決定之參考依據: 依據市場行情 決策單位: 內部核決 10.專業估價者事務所或公司名稱及其估價金額: 不適用 11.專業估價師姓名: 不適用 12.專業估價師開業證書字號: 不適用 13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用 14.是否尚未取得估價報告:否或不適用 15.尚未取得估價報告之原因: 不適用 16.估價結果有重大差異時，其差異原因及會計師意見: 不適用 17.會計師事務所名稱: 不適用 18.會計師姓名: 不適用 19.會計師開業證書字號: 不適用 20.經紀人及經紀費用: 不適用 21.取得或處分之具體目的或用途: 符合業務上整體發展需求，發揮集團最大效益 22.本次交易表示異議之董事之意見: 不適用 23.本次交易為關係人交易:是 24.董事會通過日期: 不適用 25.監察人承認或審計委員會同意日期: 不適用 26.本次交易係向關係人取得不動產或其使用權資產:是 27.依「公開發行公司取得或處分資產處理準則」第十六條規定 評估之價格:不適用 28.依前項評估之價格較交易價格為低者，依同準則第十七條規 定評估之價格:不適用 29.其他敘明事項: 本使用權資產為108年1月1日前已存在之租賃契約， 本次為原簽訂之租賃契約提前終止，故辦理更正公告。",2912
4,5,111/02/23,18:21:42,徐光宇,專案協理,(02)27478711-2790,代子公司統一生活事業股份有限公司公告取得使用權資產 (租期調整),第 20款,111/02/23,"1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）: 台北市大安區大安路一段43號之不動產使用權資產 2.事實發生日:111/2/23~111/2/23 3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額: 建物租賃面積：依合約規定 交易總金額: 原使用權資產7,903仟元 本次調整租期後，使用權資產金額為5,474元 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關 係人者，得免揭露其姓名）: 交易相對人：統一超商(股)公司 與公司之關係：關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之 所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期 及移轉金額: 選定關係人為交易對象之原因：符合公司業務上整體規劃 前次移轉所有人：自然人 前次移轉之所有人與公司及交易相對人之關係：非關係人 前次移轉日期：交易相對人於2008/5/24取得不動產使用權資產 前次移轉金額：租金為305仟元/月 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係 人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明 認列情形）: 不適用 8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 交付或付款條件：依合約規定 契約限制條款及其他重要約定事項：無 9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及 決策單位: 交易決定方式:議價 價格決定之參考依據: 依據市場行情 決策單位: 內部授權 10.專業估價者事務所或公司名稱及其估價金額: 不適用 11.專業估價師姓名: 不適用 12.專業估價師開業證書字號: 不適用 13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用 14.是否尚未取得估價報告:否或不適用 15.尚未取得估價報告之原因: 不適用 16.估價結果有重大差異時，其差異原因及會計師意見: 不適用 17.會計師事務所名稱: 不適用 18.會計師姓名: 不適用 19.會計師開業證書字號: 不適用 20.經紀人及經紀費用: 不適用 21.取得或處分之具體目的或用途: 店鋪營運 22.本次交易表示異議之董事之意見: 不適用 23.本次交易為關係人交易:是 24.董事會通過日期: 不適用 25.監察人承認或審計委員會同意日期: 不適用 26.本次交易係向關係人取得不動產或其使用權資產:是 27.依「公開發行公司取得或處分資產處理準則」第十六條規定 評估之價格:不適用 28.依前項評估之價格較交易價格為低者，依同準則第十七條規 定評估之價格:不適用 29.其他敘明事項: 本使用權資產為108年1月1日前已存在之租賃契約， 本次為原簽訂之租賃契約提前終止，故辦理更正公告。",2912
5,6,111/02/23,19:23:03,徐光宇,專案協理,(02)27478711-2790,代子公司統一超商（上海）便利有限公司公告取得使用權資產,第 20款,111/02/23,"1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）: 上海市長寧區天山西路568號2幢A108室之不動產使用權資產 2.事實發生日:111/2/23~111/2/23 3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額: 交易單位數量: 141.97平方米 交易總金額:本次續約後，使用權資產總金額1,293仟元。 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關 係人者，得免揭露其姓名）: 交易相對人：上海統一寶麗時代實業有限公司 與公司之關係：關係人 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之 所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期 及移轉金額: 選定關係人為交易對象之原因：地點符合要求 前次移轉之所有人：上海市長宁區政府 前次移轉之所有人與公司之關係：非關係人 前次移轉之所有人與交易相對人之關係：非關係人 前次移轉日期：2007年12月31日 前次移轉金額：土地使用權人民幣77萬元/畝；  建物係自行建造,不適用。 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係 人之取得及處分日期、價格及交易當時與公司之關係: 不適用 7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明 認列情形）: 不適用 8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 付款條件：依合約規定 契約限制條款及其他重要約定事項：無 9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及 決策單位: 交易決定方式及價格決定之參考依據:依市場行情進行議價 決策單位:董事會 10.專業估價者事務所或公司名稱及其估價金額: 不適用 11.專業估價師姓名: 不適用 12.專業估價師開業證書字號: 不適用 13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用 14.是否尚未取得估價報告:否或不適用 15.尚未取得估價報告之原因: 不適用 16.估價結果有重大差異時，其差異原因及會計師意見: 不適用 17.會計師事務所名稱: 不適用 18.會計師姓名: 不適用 19.會計師開業證書字號: 不適用 20.經紀人及經紀費用: 不適用 21.取得或處分之具體目的或用途: 門市營運 22.本次交易表示異議之董事之意見: 不適用 23.本次交易為關係人交易:是 24.董事會通過日期: 111年2月23日 25.監察人承認或審計委員會同意日期: 111年2月23日 26.本次交易係向關係人取得不動產或其使用權資產:是 27.依「公開發行公司取得或處分資產處理準則」第十六條規定 評估之價格:不適用 28.依前項評估之價格較交易價格為低者，依同準則第十七條規 定評估之價格:不適用 29.其他敘明事項: 1.交易金額幣別為人民幣。 2.本次為2019年1月1日前已存在之租賃契約到期續約。",2912
6,7,111/02/23,19:23:29,徐光宇,專案協理,(02)27478711-2790,代子公司悠旅生活事業股份有限公司公告取得使用權資產 (更新交易單位數量),第 20款,111/02/23,1. 原公告日期： 110/12/28 2. 簡述原公告申報內容： 與關係人統一超商股份有限公司取得台北市萬華區漢中街51號1樓部分及2、3樓 全部之不動產使用權資產，交易單位數量：192坪。 3. 變動緣由及主要內容： 依協議內容，更新交易單位數量為141.3坪。 4. 變動後對公司財務業務之影響： 無 5. 其他應敘明事項： 無,2912
7,1,111/02/24,18:53:45,徐光宇,專案協理,(02)27478711-2790,公告本公司董事會決議110年股利發放事宜,第 14款,111/02/24,"1. 董事會擬議日期：111/02/24 2. 股利所屬年(季)度：110年 年度 3. 股利所屬期間：110/01/01 至 110/12/31 4. 股東配發內容： 　(1)盈餘分配之現金股利(元/股)：7.21000000 　(2)法定盈餘公積發放之現金(元/股)：1.79000000 　(3)資本公積發放之現金(元/股)：0 　(4)股東配發之現金(股利)總金額(元)：9,356,600,295 　(5)盈餘轉增資配股(元/股)：0 　(6)法定盈餘公積轉增資配股(元/股)：0 　(7)資本公積轉增資配股(元/股)：0 　(8)股東配股總股數(股)：0 5. 其他應敘明事項： 無 6. 普通股每股面額欄位：新台幣10.0000元",2912
8,2,111/02/24,18:54:45,徐光宇,專案協理,(02)27478711-2790,公告本公司董事會決議召開111年股東常會,第 17款,111/02/24,1.董事會決議日期:111/02/24 2.股東會召開日期:111/05/26 3.股東會召開地點:臺南市永康區鹽行里中正路301號  (統一企業總公司教育訓練中心一樓) 4.召集事由一、報告事項: (1)本公司110年度營運狀況報告。 (2)審計委員會審查110年度決算表冊報告。 (3)報告本公司大陸投資情形。 (4)報告本公司110年度員工及董事酬勞分派情形。 5.召集事由二、承認事項:本公司110年度決算表冊。 6.召集事由三、討論事項: (1)本公司110年度盈餘分派議案。 (2)本公司110年度法定盈餘公積分配議案。 (3)本公司章程修訂案。 (4)本公司取得或處分資產處理程序修訂案。 (5)本公司董事競業禁止之限制解除案。 7.召集事由四、選舉事項:無。 8.召集事由五、其他議案:無。 9.召集事由六、臨時動議:無。 10.停止過戶起始日期:111/03/28 11.停止過戶截止日期:111/05/26 12.其他應敘明事項:無。,2912
9,3,111/02/24,18:56:00,徐光宇,專案協理,(02)27478711-2790,公告本公司110年度合併財務報告提報董事會,第 31款,111/02/24,"1.提報董事會或經董事會決議日期:111/02/24 2.審計委員會通過日期:111/02/23 3.財務報告或年度自結財務資訊報導期間 起訖日期(XXX/XX/XX~XXX/XX/XX):110/01/01~110/12/31 4.1月1日累計至本期止營業收入(仟元):262,735,464 5.1月1日累計至本期止營業毛利(毛損) (仟元):88,123,640 6.1月1日累計至本期止營業利益(損失) (仟元):10,669,931 7.1月1日累計至本期止稅前淨利(淨損) (仟元):12,071,695 8.1月1日累計至本期止本期淨利(淨損) (仟元):10,018,536 9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):8,861,619 10.1月1日累計至本期止基本每股盈餘(損失) (元):8.52 11.期末總資產(仟元):214,504,035 12.期末總負債(仟元):171,712,543 13.期末歸屬於母公司業主之權益(仟元):34,163,008 14.其他應敘明事項:無",2912
