,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,110/01/04,16:39:32,黃仁昭,副總經理暨財務長,03-563-6688,公告本公司109年第四季法人說明會將於110年1月14日召開,第 12款,110/01/14,符合條款第四條第XX款：12 事實發生日：110/01/14 1.召開法人說明會之日期：110/01/14 2.召開法人說明會之時間：14 時 00 分  3.召開法人說明會之地點：線上法說會 4.法人說明會擇要訊息：(1) 公布本公司2020年第4季財務報告及2021年第1季業績展望。 (2) 參加方式：請參見https://investor.tsmc.com/chinese/quarterly-results/2020/q4 5.其他應敘明事項：無 完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,2330
1,2,110/01/04,17:42:00,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,110/01/04,"1.證券名稱: 政府公債。 2.交易日期:109/4/22~110/1/4 3.交易數量、每單位價格及交易總金額: 912828ZF0：204,100 單位；每單位US$100.88；總金額US$20.6 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 912828ZF0：206,864 單位；US$20.9 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 5.99%；7.62%；NT$-250,422 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
2,1,110/01/05,17:36:59,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,110/01/05,"1.證券名稱: 政府機構不動產抵押貸款債券。 2.交易日期:110/1/5~110/1/5 3.交易數量、每單位價格及交易總金額: 36179V4V9：272,000 單位；每單位US$105.89；總金額US$28.8 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 36179V4V9：272,000 單位；US$28.8 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 6.00%；7.63%；NT$-250,422 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
3,2,110/01/05,17:38:55,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告處分固定收益證券,第 20款,110/01/05,"1.證券名稱: 政府機構不動產抵押貸款債券。 2.交易日期:109/12/17~110/1/5 3.交易數量、每單位價格及交易總金額: 36179VVY3：293,318 單位；每單位US$105.80；總金額US$31.0 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 處分利益 US$0.4 佰萬元。 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 5.92%；7.54%；NT$-250,422 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
4,1,110/01/07,17:43:22,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,110/01/07,"1.證券名稱: 政府機構不動產抵押貸款債券、政府公債。 2.交易日期:109/12/3~110/1/7 3.交易數量、每單位價格及交易總金額: (1)31418DWR9：305,600 單位；每單位US$103.44；總金額US$31.6 佰萬元。 (2)91282CAV3：187,500 單位；每單位US$99.06；總金額US$18.6 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: (1)31418DWR9：305,600 單位；US$31.6 佰萬元； (2)91282CAV3：187,500 單位；US$18.6 佰萬元； 以上持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 6.02%；7.67%；NT$-250,422 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
5,2,110/01/07,17:44:14,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告處分固定收益證券,第 20款,110/01/07,"1.證券名稱: 政府機構不動產抵押貸款債券。 2.交易日期:109/11/1~110/1/7 3.交易數量、每單位價格及交易總金額: 3132DV7K5：258,953 單位；每單位US$103.47；總金額US$26.8 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 處分利益 US$0.1 佰萬元。 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 5.93%；7.55%；NT$-250,422 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
6,1,110/01/08,15:11:59,黃仁昭,副總經理暨財務長,03-563-6688,台積公司2020年12月營收報告,第 51款,110/01/08,"1.事實發生日:110/01/08 2.公司名稱:台灣積體電路製造股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:不適用 6.因應措施:不適用 7.其他應敘明事項: 台積公司今（8）日公佈2020年12月營收報告。2020年12月 合併營收約為新台幣1,173億6,500萬元，較上月減少了6.0%， 較去年同期增加了13.6%。累計2020年1至12月營收約為新台 幣1兆3,392億5,500萬元，較去年同期增加了25.2%。",2330
7,1,110/01/11,18:08:48,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告處分固定收益證券,第 20款,110/01/11,"1.證券名稱: 政府機構不動產抵押貸款債券。 2.交易日期:110/1/11~110/1/11 3.交易數量、每單位價格及交易總金額: (1) 36179U6U1：126,550 單位；每單位US$105.28；總金額US$13.3 佰萬元。 (2) 36179VSH4：115,583 單位；每單位US$105.25；總金額US$12.2 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 處分利益 US$0.08 佰萬元。 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: (1) 36179U6U1：無。 (2) 36179VSH4：34,626 單位；US$3.7 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 5.91%；7.52%；NT$-250,422 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
8,1,110/01/13,18:01:35,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告處分固定收益證券,第 20款,110/01/13,"1.證券名稱: 政府機構不動產抵押貸款債券。 2.交易日期:110/1/13~110/1/13 3.交易數量、每單位價格及交易總金額: 3138WJNU8：120,590 單位；每單位US$109.88；總金額US$13.2 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 處分利益 US$0.5 佰萬元。 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 3138WJNU8：25,011 單位；US$2.6 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 5.92%；7.54%；NT$-250,422 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
9,1,110/01/14,15:23:08,黃仁昭,副總經理暨財務長,03-563-6688,台積公司2020年第四季每股盈餘新台幣5.51元,第 51款,110/01/14,"1.事實發生日:110/01/14 2.公司名稱:台灣積體電路製造股份有限公司。 3.與公司關係(請輸入本公司或子公司):本公司。 4.相互持股比例:不適用。 5.發生緣由:不適用。 6.因應措施:不適用。 7.其他應敘明事項: 台積公司今(14)日公佈2020年第四季財務報告，合併營收約新台幣3,615億3千萬元， 稅後純益約新台幣1,427億7千萬元，每股盈餘為新台幣5.51元 (折合美國存託憑證每 單位為0.97美元)。  與2019年同期相較，2020年第四季營收增加了14.0%，稅後純益及每股盈餘則均增加 了23.0%。與前一季相較，2020年第四季營收增加了1.4%，稅後純益則增加了4.0%。 以上財務數字皆為合併財務報表數字，且係依照金管會認可之國際財務報導準則 (TIFRS) 所編製。  若以美金計算，2020年第四季營收為126億8千萬元，較2019年同期增加了22.0%，較 前一季則增加了4.4%。  2020年第四季毛利率為54.0%，營業利益率為43.5%，稅後純益率則為39.5%。  5奈米製程出貨佔台積公司2020年第四季晶圓銷售金額的20%；7奈米及16奈米製程出 貨分別佔全季晶圓銷售金額的29%和13%。總體而言，先進製程 (包含16奈米及更先 進製程) 的營收達到全季晶圓銷售金額的62%。  台積公司財務長暨發言人黃仁昭副總經理表示：「台積公司第四季的營收受惠於5G智 慧型手機的推出和高效能運算相關應用對於我們領先業界的五奈米製程的強勁需求。 邁入2021年第一季，我們預期高效能運算相關應用的需求、汽車電子領域回溫、以及 智慧型手機的季節性影響相較於近幾年來略為和緩等因素，將支持公司業績成長。」  根據對當前業務狀況的評估，台積公司2021年第一季的業績展望如下：  ‧ 合併營收預計介於127億美元到130億美元之間； 若以新台幣27.95元兌1美元匯率假設，則 ‧ 毛利率預計介於50.5%到52.5%之間； ‧ 營業利益率預計介於39.5%到41.5%之間。  此外，台積公司2021年的資本支出預估將介於250億美元到280億美元之間。",2330
