,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,111/03/07,18:33:29,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/03/07,"1.證券名稱: 公司債。 2.交易日期:111/2/24~111/3/7 3.交易數量、每單位價格及交易總金額: 38141GWM2：220,000 單位；每單位US$100.55；總金額US$22.1 佰萬元。 78409VBA1：141,700 單位；每單位US$99.48；總金額US$14.1 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 38141GWM2：800,000 單位；US$80.5 佰萬元； 78409VBA1：141,700 單位；US$14.1 佰萬元； 以上持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.04%；6.29%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
1,1,111/03/08,17:26:46,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/03/08,"1.證券名稱: 公司債。 2.交易日期:111/2/24~111/3/8 3.交易數量、每單位價格及交易總金額: 06051GJC4：290,000 單位；每單位US$99.35；總金額US$28.8 佰萬元。 46647PBQ8：110,000 單位；每單位US$99.60；總金額US$11.0 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 06051GJC4：290,000 單位；US$28.8 佰萬元； 46647PBQ8：226,250 單位；US$22.6 佰萬元； 以上持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.04%；6.29%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
2,1,111/03/09,18:07:08,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/03/09,"1.證券名稱: 公司債。 2.交易日期:111/2/24~111/3/9 3.交易數量、每單位價格及交易總金額: 172967MR9：150,000 單位；每單位US$99.67；總金額US$15.0 佰萬元。 38141GWJ9：110,000 單位；每單位US$100.36；總金額US$11.0 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 172967MR9：150,000 單位；US$15.0 佰萬元； 38141GWJ9：584,750 單位；US$58.7 佰萬元； 以上持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.03%；6.28%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
3,2,111/03/09,18:07:43,黃仁昭,副總經理暨財務長,03-563-6688,本公司受邀參加機構投資人說明會,第 12款,111/03/16,符合條款第四條第XX款：12 事實發生日：111/03/16 1.召開法人說明會之日期：111/03/16 2.召開法人說明會之時間：09 時 00 分  3.召開法人說明會之地點：線上機構投資人說明會 4.法人說明會擇要訊息：本公司受邀參加美銀證券所舉辦之『BofA 2022 APAC TMT Conference』，會中就本公司1/13法說會已公開之財務數字、經營績效等相關資訊進行說明。 5.其他應敘明事項：無。 完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,2330
4,1,111/03/10,13:51:04,黃仁昭,副總經理暨財務長,03-563-6688,台積公司2022年2月營收報告,第 51款,111/03/10,"1.事實發生日:111/03/10 2.公司名稱:台灣積體電路製造股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:不適用 6.因應措施:不適用 7.其他應敘明事項: 台積公司今（10）日公佈2022年2月營收報告。2022年2月合併營收約為 新台幣1,469億3,300萬元，較上月減少了14.7%，較去年同期增加了37.9%。 累計2022年1至2月營收約為新台幣3,191億900萬元，較去年同期增加了36.8%。",2330
5,2,111/03/10,16:04:15,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/03/10,"1.證券名稱: 公司債。 2.交易日期:111/3/10~111/3/10 3.交易數量、每單位價格及交易總金額: 172967MR9：200,000 單位；每單位US$99.48；總金額US$19.9 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 172967MR9：350,000 單位；US$34.8 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.02%；6.27%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
6,1,111/03/14,19:49:23,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/03/14,"1.證券名稱: 政府機構不動產抵押貸款債券。 2.交易日期:110/11/9~111/3/14 3.交易數量、每單位價格及交易總金額: 31418EB90：126,250 單位；每單位US$102.02；總金額US$12.9 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 31418EB90：481,010 單位；US$48.8 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.06%；6.33%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
7,1,111/03/15,18:31:49,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/03/15,"1.證券名稱: 公司債, 政府機構不動產抵押貸款債券。 2.交易日期:111/1/13~111/3/15 3.交易數量、每單位價格及交易總金額: 38141GZP2：182,000 單位；每單位US$100.00；總金額US$18.2 佰萬元。 31418ECA6：147,522 單位；每單位US$102.33；總金額US$15.1 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 38141GZP2：182,000 單位；US$18.2 佰萬元； 31418ECA6：147,522 單位；US$15.1 佰萬元； 以上持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.08%；6.35%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
8,1,111/03/16,17:02:01,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/03/16,"1.證券名稱: 政府機構不動產抵押貸款債券。 2.交易日期:111/1/13~111/3/16 3.交易數量、每單位價格及交易總金額: 3132DWDK6：106,903 單位；每單位US$102.33；總金額US$10.9 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 3132DWDK6：106,903 單位；US$10.9 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.06%；6.32%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
9,2,111/03/16,17:02:18,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告處分固定收益證券,第 20款,111/03/16,"1.證券名稱: 公司債。 2.交易日期:110/4/19~111/3/16 3.交易數量、每單位價格及交易總金額: 61746BDJ2：112,700 單位；每單位US$104.17；總金額US$11.7 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 處分利益 US$0.3佰萬元。 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 61746BDJ2：3,750 單位；US$0.4 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.04%；6.29%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
