,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,111/10/03,18:24:55,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/10/03,"1.證券名稱: 公司債。 2.交易日期:111/9/27~111/10/3 3.交易數量、每單位價格及交易總金額: 95000U2R3：140,000 單位；每單位US$97.70；總金額US$13.7 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 95000U2R3：1,132,050 單位；US$111.8 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 5.92%；8.01%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
1,1,111/10/04,17:35:46,黃仁昭,副總經理暨財務長,03-563-6688,公告本公司111年第三季法人說明會將於111年10月13日召開,第 12款,111/10/13,符合條款第四條第XX款：12 事實發生日：111/10/13 1.召開法人說明會之日期：111/10/13 2.召開法人說明會之時間：14 時 00 分  3.召開法人說明會之地點：線上法說會 4.法人說明會擇要訊息：(1)公布本公司2022年第3季財務報告及2022年第4季業績展望。(2)參加方式：請參見https://investor.tsmc.com/chinese/quarterly-results/2022/q3 5.其他應敘明事項：無。 完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,2330
2,1,111/10/06,16:25:40,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/10/06,"1.證券名稱: 公司債。 2.交易日期:111/10/6~111/10/6 3.交易數量、每單位價格及交易總金額: 46647PBQ8：210,000 單位；每單位US$97.80；總金額US$20.5 佰萬元。 95000U2R3：130,000 單位；每單位US$97.85；總金額US$12.7 佰萬元。 172967NX5：100,000 單位；每單位US$100.02；總金額US$10.0 佰萬元。 95000U3C5：100,000 單位；每單位US$97.37；總金額US$9.7 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 46647PBQ8：2,306,250 單位；US$227.6 佰萬元；持股比例：不適用；受限情形：無。 95000U2R3：1,262,050 單位；US$124.5 佰萬元；持股比例：不適用；受限情形：無。 172967NX5：251,500 單位；US$25.1 佰萬元；持股比例：不適用；受限情形：無。 95000U3C5：1,280,000 單位；US$126.6 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 5.95%；8.06%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
3,1,111/10/07,13:57:07,黃仁昭,副總經理暨財務長,03-563-6688,台積公司2022年9月營收報告,第 51款,111/10/07,"1.事實發生日:111/10/07 2.公司名稱:台灣積體電路製造股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:不適用 6.因應措施:不適用 7.其他應敘明事項: 台積公司今（7）日公佈2022年9月營收報告。2022年9月合併營收約 為新台幣2,082億4,800萬元，較上月減少了4.5%，較去年同期增加了 36.4%。累計2022年1至9月營收約為新台幣1兆6,383億5,900萬元，較 去年同期增加了42.6%。",2330
4,1,111/10/11,17:08:17,黃仁昭,副總經理暨財務長,03-563-6688,公告本公司111年度第6期無擔保普通公司債(綠色債券) 主要發行條件,第 11款,111/10/11,1.董事會決議日期:NA 2.名稱﹝XX公司第X次（有、無）擔保公司債﹞: 台灣積體電路製造股份有限公司111年度第6期無擔保普通公司債(綠色債券) 3.是否採總括申報發行公司債(是/否):否 4.發行總額: 發行總額為新台幣102億元整，依發行期限之不同分為甲類、乙類及丙類3種。 甲類發行金額為新台幣57億元整，乙類發行金額為新台幣10億元整， 丙類發行金額為新台幣35億元整 5.每張面額:新台幣壹仟萬元 6.發行價格:按票面十足發行 7.發行期間: 甲類發行期限為5年、乙類發行期限為7年期、丙類發行期限為10年期 8.發行利率: 甲類固定年利率1.75%、乙類固定年利率1.80%、丙類固定年利率2.00% 9.擔保品之種類、名稱、金額及約定事項:無 10.募得價款之用途及運用計畫:綠建築及綠色環保相關之資本支出 11.承銷方式:委託證券承銷商以洽商銷售方式對外公開承銷 12.公司債受託人:台北富邦商業銀行股份有限公司 13.承銷或代銷機構:委任元大證券股份有限公司為主辦承銷商 14.發行保證人:無 15.代理還本付息機構:台北富邦商業銀行股份有限公司市府分公司 16.簽證機構:無 17.能轉換股份者，其轉換辦法:不適用 18.賣回條件:無 19.買回條件:無 20.附有轉換、交換或認股者，其換股基準日:不適用 21.附有轉換、交換或認股者，對股權可能稀釋情形:不適用 22.其他應敘明事項: 本公司於111/02/15董事會通過募集無擔保普通公司債，此為完成111年度 第6期公司債(綠色債券)定價後之說明。,2330
5,1,111/10/13,15:20:36,黃仁昭,副總經理暨財務長,03-563-6688,台積公司2022年第三季每股盈餘新台幣10.83元,第 51款,111/10/13,"1.事實發生日:111/10/13 2.公司名稱:台灣積體電路製造股份有限公司。 3.與公司關係(請輸入本公司或子公司):本公司。 4.相互持股比例:不適用。 5.發生緣由:不適用。 6.因應措施:不適用。 7.其他應敘明事項: 台積公司今（13）日公佈2022年第三季財務報告，合併營收約新台幣6,131億4千萬 元，稅後純益約新台幣2,808億7千萬元，每股盈餘為新台幣10.83元（折合美國存託 憑證每單位為1.79美元）。  與2021年同期相較，2022年第三季營收增加了47.9%，稅後純益增加79.7%，而每股 盈餘則增加了79.8%。與前一季相較，2022年第三季營收增加了14.8%，稅後純益則 增加了18.5%。以上財務數字皆為合併財務報表數字，且係依照金管會認可之國際財 務報導準則（TIFRS）所編製。  若以美金計算，2022年第三季營收為202億3千萬元，較2021年同期增加了35.9%， 較前一季則增加了11.4%。  2022年第三季毛利率為60.4%，營業利益率為50.6%，稅後純益率則為45.8%。  5奈米製程出貨佔台積公司2022年第三季晶圓銷售金額的28%；7奈米製程出貨佔全季 晶圓銷售金額的26%。總體而言，先進製程（包含7奈米及更先進製程）的營收達到 全季晶圓銷售金額的54%。  台積公司財務長暨發言人黃仁昭副總經理表示：「台積公司第三季的營收表現受惠 於市場對台積公司領先業界的5奈米製程的強勁需求。邁入2022年第四季，市場對我 們領先業界的5奈米製程的需求持續增加，進而平衡了終端市場需求轉弱以及客戶持 續進行庫存調整所帶來的影響，我們預期台積公司的業績將持平。」  根據對當前業務狀況的評估，台積公司2022年第四季的業績展望如下：  ‧合併營收預計介於199億美元到207億美元之間；：  若以新台幣31.5元兌1美元匯率假設，則  ‧毛利率預計介於59.5%到61.5%之間； ‧營業利益率預計介於49%到51%之間。",2330
6,2,111/10/13,16:43:02,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/10/13,"1.證券名稱: 公司債。 2.交易日期:111/10/5~111/10/13 3.交易數量、每單位價格及交易總金額: 06051GLA5：150,000 單位；每單位US$97.78；總金額US$14.7 佰萬元。 172967NX5：100,000 單位；每單位US$99.22；總金額US$9.9 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 06051GLA5：1,410,000 單位；US$140.2 佰萬元；持股比例：不適用；受限情形：無。 172967NX5：351,500 單位；US$35.0 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 5.90%；7.99%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
7,1,111/10/14,15:52:13,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/10/14,"1.證券名稱: 公司債。 2.交易日期:111/10/12~111/10/14 3.交易數量、每單位價格及交易總金額: 95000U3C5：110,000 單位；每單位US$96.35；總金額US$10.6 佰萬元。 172967NX5：100,000 單位；每單位US$98.96；總金額US$9.9 佰萬元。 06051GLA5：100,000 單位；每單位US$97.17；總金額US$9.7 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 95000U3C5：1,390,000 單位；US$137.2 佰萬元；持股比例：不適用；受限情形：無。 172967NX5：451,500 單位；US$44.9 佰萬元；持股比例：不適用；受限情形：無。 06051GLA5：1,510,000 單位；US$149.9 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 5.91%；7.99%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
8,1,111/10/17,16:12:12,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/10/17,"1.證券名稱: 公司債。 2.交易日期:111/10/17~111/10/17 3.交易數量、每單位價格及交易總金額: 61747YEX9：302,000 單位；每單位US$100.00；總金額US$30.2 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 61747YEX9：302,000 單位；US$30.2 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 5.96%；8.06%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
9,1,111/10/21,18:15:12,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,111/10/21,"1.證券名稱: 公司債。 2.交易日期:111/5/10~111/10/21 3.交易數量、每單位價格及交易總金額: XS2470187191：500,000 單位；每單位US$100.00；總金額US$50.0 佰萬元。 XS2521895560：300,000 單位；每單位US$100.00；總金額US$30.0 佰萬元。 46647PBQ8：120,000 單位；每單位US$97.66；總金額US$11.7 佰萬元。 06051GJC4：120,000 單位；每單位US$97.85；總金額US$11.7 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: XS2470187191：500,000 單位；US$50.0 佰萬元；持股比例：不適用；受限情形：無。 XS2521895560：300,000 單位；US$30.0 佰萬元；持股比例：不適用；受限情形：無。 46647PBQ8：2,426,250 單位；US$239.5 佰萬元；持股比例：不適用；受限情形：無。 06051GJC4：960,000 單位；US$95.0 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 6.03%；8.16%；NT$78,373 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
