,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,110/10/01,18:00:54,黃仁昭,副總經理暨財務長,03-563-6688,公告本公司110年第三季法人說明會將於110年10月14日召開,第 12款,110/10/14,符合條款第四條第XX款：12 事實發生日：110/10/14 1.召開法人說明會之日期：110/10/14 2.召開法人說明會之時間：14 時 00 分  3.召開法人說明會之地點：線上法說會 4.法人說明會擇要訊息：(1) 公布本公司2021年第3季財務報告及2021年第4季業績展望。 (2) 參加方式：請參見https://investor.tsmc.com/chinese/quarterly-results/2021/q3 5.其他應敘明事項：無。 完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,2330
1,1,110/10/07,17:18:59,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,110/10/07,"1.證券名稱: 政府機構不動產抵押貸款債券。 2.交易日期:110/10/7~110/10/7 3.交易數量、每單位價格及交易總金額: 36179WQB7：341,900 單位；每單位US$104.94；總金額US$35.9 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 36179WQB7：341,900 單位；US$35.9 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.65%；6.38%；NT$-99,580 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
2,2,110/10/07,17:25:08,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告處分固定收益證券,第 20款,110/10/07,"1.證券名稱: 政府機構不動產抵押貸款債券。 2.交易日期:110/10/7~110/10/7 3.交易數量、每單位價格及交易總金額: 36179WG44：335,566 單位；每單位US$104.44；總金額US$35.0 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 處分損失 US$0.06 佰萬元。 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.58%；6.29%；NT$-99,580 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
3,1,110/10/08,13:46:37,黃仁昭,副總經理暨財務長,03-563-6688,台積公司2021年9月營收報告,第 51款,110/10/08,"1.事實發生日:110/10/08 2.公司名稱:台灣積體電路製造股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:不適用 6.因應措施:不適用 7.其他應敘明事項: 台積公司今（8）日公佈2021年9月營收報告。2021年9月合併營收約 為新台幣1,526億8,500萬元，較上月增加了11.1%，較去年同期增加 了19.7%。累計2021年1至9月營收約為新台幣1兆1,492億2,600萬元， 較去年同期增加了17.5%。",2330
4,1,110/10/14,15:06:25,黃仁昭,副總經理暨財務長,03-563-6688,台積公司2021年第三季每股盈餘新台幣6.03元,第 51款,110/10/14,"1.事實發生日:110/10/14 2.公司名稱:台灣積體電路製造股份有限公司。 3.與公司關係(請輸入本公司或子公司):本公司。 4.相互持股比例:不適用。 5.發生緣由:不適用。 6.因應措施:不適用。 7.其他應敘明事項: 台積公司今(14)日公佈2021年第三季財務報告，合併營收約新台幣4,146億7千萬元， 稅後純益約新台幣1,562億6千萬元，每股盈餘為新台幣6.03元（折合美國存託憑證每 單位為1.08美元）。  與2020年同期相較，2021年第三季營收增加了16.3%，稅後純益及每股盈餘則均增加 了13.8%。與前一季相較，2021年第三季營收增加了11.4%，稅後純益則增加了16.3%。 以上財務數字皆為合併財務報表數字，且係依照金管會認可之國際財務報導準則 （TIFRS）所編製。  若以美金計算，2021年第三季營收為148億8千萬元，較2020年同期增加了22.6%，較前 一季則增加了12.0%。  2021年第三季毛利率為51.3%，營業利益率為41.2%，稅後純益率則為37.7%。  5奈米製程出貨佔台積公司2021年第三季晶圓銷售金額的18%；7奈米製程出貨佔全季晶 圓銷售金額的34%。總體而言，先進製程（包含7奈米及更先進製程）的營收達到全季晶 圓銷售金額的52%。  台積公司財務長暨發言人黃仁昭副總經理表示：「台積公司第三季的營收主要受惠於來 自智慧型手機、高效能運算、物聯網、車用電子相關應用等四大技術平台的需求暢旺， 邁入2021年第四季，我們預期市場對於台積公司領先業界的5奈米製程的強勁需求，將 支持公司的業績成長。」  根據對當前業務狀況的評估，台積公司2021年第四季的業績展望如下：  ‧ 合併營收預計介於154億美元到157億美元之間；  若以新台幣28.0元兌1美元匯率假設，則  ‧ 毛利率預計介於51%到53%之間； ‧ 營業利益率預計介於39%到41%之間。  上述業績展望包含台積公司捐贈疫苗的相關支出，其對第四季的營業利益率產生約1個 百分點的影響。",2330
5,1,110/10/18,18:25:00,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,110/10/18,"1.證券名稱: 政府公債。 2.交易日期:110/10/18~110/10/18 3.交易數量、每單位價格及交易總金額: 91282CDA6：155,200 單位；每單位US$99.73；總金額US$15.5 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 91282CDA6：345,100 單位；US$34.5 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.67%；6.41%；NT$-99,580 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
6,2,110/10/18,18:34:02,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告處分固定收益證券,第 20款,110/10/18,"1.證券名稱: 政府機構不動產抵押貸款債券。 2.交易日期:110/10/18~110/10/18 3.交易數量、每單位價格及交易總金額: 31418D3M2：147,674 單位；每單位US$102.91；總金額US$15.2 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 處分損失 US$0.05 佰萬元。 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.64%；6.36%；NT$-99,580 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
7,3,110/10/18,22:58:15,黃仁昭,副總經理暨財務長,03-563-6688,本公司將參加高盛證券所舉辦之線上法說會,第 12款,110/10/19,符合條款第四條第XX款：12 事實發生日：110/10/19 1.召開法人說明會之日期：110/10/19 2.召開法人說明會之時間：09 時 30 分  3.召開法人說明會之地點：線上法說會 4.法人說明會擇要訊息：本公司將參加高盛證券所舉辦之線上法說會，會中就本公司10/14法說會已公開發佈之財務數字、經營績效等相關資訊做說明。 5.其他應敘明事項：無。 完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。,2330
8,2,110/10/19,15:51:09,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,110/10/19,"1.證券名稱: 政府機構不動產抵押貸款債券。 2.交易日期:110/10/19~110/10/19 3.交易數量、每單位價格及交易總金額: 36179WQA9：342,000 單位；每單位US$102.93；總金額US$35.2 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 36179WQA9：342,000 單位；US$35.2 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.69%；6.43%；NT$-99,580 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
9,3,110/10/19,15:53:42,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告處分固定收益證券,第 20款,110/10/19,"1.證券名稱: 政府公債。 2.交易日期:110/9/24~110/10/19 3.交易數量、每單位價格及交易總金額: 91282CCW9：136,650 單位；每單位US$98.59；總金額US$13.5 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 處分損失 US$0.1 佰萬元。 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 91282CCW9：81,450 單位；US$8.1 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.64%；6.37%；NT$-99,580 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
10,1,110/10/19,17:24:03,黃仁昭,副總經理暨財務長,03-563-6688,公告本公司海外財務報告因適用兩地會計原則不一致 之差異調節內容,第 47款,110/10/19,"1.事實發生日:110/10/19 2.財務報告年度季別:110年第2季 3.本國上市有價證券採用之會計原則(請以中文輸入): 金管會認可並發布生效之國際財務報導準則 4.本國上市有價證券財務資訊之差異項目及金額(請以中文輸入): 合併財務報表中： (1)歸屬於母公司業主之合併淨利110年及109年1月1日至6月30日分別為    新台幣274,049百萬元及新台幣237,809百萬元 (2)稅後基本每股盈餘110年及109年1月1日至6月30日分別為    新台幣10.57元及新台幣9.17元 (3)稅後稀釋每股盈餘110年及109年1月1日至6月30日分別為    新台幣10.57元及新台幣9.17元 (4)資產總額110年6月30日為新台幣3,092,815百萬元 (5)負債總額110年6月30日為新台幣1,098,845百萬元 (6)非控制權益110年及109年6月30日分別為    新台幣2,184百萬元及新台幣836百萬元 (7)母公司業主權益110年及109年6月30日分別為    新台幣1,991,786百萬元及新台幣1,720,378百萬元  5.境外發行有價證券採用之會計原則(請以中文輸入): 國際會計準則理事會發布生效之國際財務報導準則 6.境外發行有價證券財務資訊之差異項目及金額(請以中文輸入): 向美國證管會發布之英文期中報告（Form 6-K）中： (1)歸屬於母公司業主之合併淨利110年及109年1月1日至6月30日分別為    新台幣276,980百萬元及新台幣237,225百萬元 (2)稅後基本每股盈餘110年及109年1月1日至6月30日分別為    新台幣10.68元及新台幣9.15元 (3)稅後稀釋每股盈餘110年及109年1月1日至6月30日分別為    新台幣10.68元及新台幣9.15元 (4)資產總額110年6月30日為新台幣3,092,689百萬元 (5)負債總額110年6月30日為新台幣1,110,654百萬元 (6)非控制權益110年及109年6月30日分別為    新台幣2,164百萬元及新台幣828百萬元 (7)母公司業主權益110年及109年6月30日分別為    新台幣1,979,871百萬元及新台幣1,712,089百萬元  7.差異原因(請以中文輸入): 因編製中華民國及美國兩地財務報告所採用會計原則不一致之差異調節項目， 主係未分配盈餘加徵所得稅之認列時點不同所致。  8.其他應敘明事項: 因TSMC Arizona預計發行美元無擔保主順位公司債（由台積公司提供保證）， 台積公司於紐約時間2021年10月18日向美國證管會發布英文期中報告（ Form 6-K）。",2330
11,1,110/10/21,14:11:03,黃仁昭,副總經理暨財務長,03-563-6688,公告本公司百分之百持有之子公司TSMC Arizona Corporation 完成美金45億元無擔保主順位公司債之定價,第 51款,110/10/21,1.事實發生日:110/10/21 2.公司名稱:TSMC Arizona Corporation 3.與公司關係(請輸入本公司或子公司):本公司百分之百持有之子公司 4.相互持股比例:不適用 5.發生緣由:不適用 6.因應措施:不適用 7.其他應敘明事項: 本公司（臺灣證券交易所代碼：2330；紐約證券交易所代碼：TSM）百分之百持有之 子公司，TSMC Arizona Corporation（下稱「TSMC Arizona」），於紐約時間2021年 10月20日完成美金45億元無擔保主順位公司債之定價，本公司債將由台積公司無條件 且不可撤回地提供保證，將註冊登記且公開發行，並由承銷商進行承銷。  本次募集包括美金12.5億元1.750% 2026年10月25日到期之公司債、美金12.5億元 2.500% 2031年10月25日到期之公司債、美金10億元3.125% 2041年10月25日到期之公 司債及美金10億元3.250% 2051年10月25日到期之公司債。2026年到期之公司債係以 面額99.976%發行，2031年到期之公司債係以面額99.561%發行，2041年到期之公司債 係以面額98.898%發行，2051年到期之公司債係以面額98.658%發行。  本公司債預計於2021年10月25日完成交割，資金用途為一般營業用途。 詳細內容請參考本公司向美國證管會發布之Form 6-K。(https://www.sec.gov/ Archives/edgar/data/1046179/000119312521303164/d237312d6k.htm),2330
12,1,110/10/25,15:37:06,黃仁昭,副總經理暨財務長,03-563-6688,本公司代子公司 TSMC Global Ltd. 公告取得固定收益證券,第 20款,110/10/25,"1.證券名稱: 政府公債。 2.交易日期:110/10/25~110/10/25 3.交易數量、每單位價格及交易總金額: 91282CDB4：477,100 單位；每單位US$99.53；總金額US$47.5 佰萬元。 4.處分利益（或損失）（取得有價證券者不適用）: 不適用 5.與交易標的公司之關係: 無。 6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 91282CDB4：477,100 單位；US$47.5 佰萬元；持股比例：不適用；受限情形：無。 7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投 資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例 暨最近期財務報表中營運資金數額: 4.67%；6.41%；NT$-99,580 佰萬元。 8.取得或處分之具體目的: 固定收益投資。 9.本次交易表示異議董事之意見: 不適用 10.本次交易為關係人交易: 否 11.交易相對人及其與公司之關係: 不適用 12.董事會通過日期: 不適用 13.監察人承認或審計委員會同意日期: 不適用 14.其他敘明事項: 無。",2330
13,1,110/10/26,18:54:09,黃仁昭,副總經理暨財務長,03-563-6688,"本公司代子公司 TSMC Partners, Ltd.公告 處分Inpria Corporation C系列特別股",第 20款,110/10/26,"1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）: Inpria Corporation (""Inpria"") C系列特別股。 無到期日、股息率8%（除經董事會決議配發；非累積）、 具轉換權及剩餘財產優先分配權。 2.事實發生日:110/10/26~110/10/26 3.交易數量、每單位價格及交易總金額: (1)交易單位數量：1,777,777股； (2)預計每單位價格：每股US$9.6元； (3)預計交易總金額：US$17佰萬元。 (每單位價格及交易總金額依JSR株式會社與Inpria間之合併契約再行調整) 4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之 關係人者，得免揭露其姓名）: JSR株式會社。 與公司之關係：無。 5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移 轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次 移轉日期及移轉金額: 不適用 6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取 得及處分日期、價格及交易當時與公司之關係: 不適用 7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權 如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權 帳面金額: 不適用 8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明 認列情形）: 保留盈餘影響數：US$13佰萬元。（不影響損益） 9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定 事項: 依Inpria與JSR株式會社間之合併契約條件辦理。 10.本次交易之決定方式、價格決定之參考依據及決策單位: 交易決定方式：依特別股投資合約及TSMC Partners, Ltd.董事會決議。 價格決定之參考依據及決策單位：經Inpria董事會決議及Inpria超過半數股東同意。 11.取得或處分有價證券標的公司每股淨值: 9.28元 12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股 比例及權利受限情形（如質押情形）: 無。 13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列 之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬 於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）: 1.19%；1.63%；NT$ -99,580 佰萬元。 14.經紀人及經紀費用: 不適用 15.取得或處分之具體目的或用途: 因JSR株式會社併購Inpria。 16.本次交易表示異議董事之意見: 無。 17.本次交易為關係人交易:否 18.董事會通過日期: 不適用 19.監察人承認或審計委員會同意日期: 不適用 20.本次交易會計師出具非合理性意見:否 21.會計師事務所名稱: 立勳聯合會計師事務所 22.會計師姓名: 甘逸偉 23.會計師開業證書字號: 金管會證字第5223號 24.是否涉及營運模式變更:否 25.營運模式變更說明: 不適用 26.過去一年及預計未來一年內與交易相對人交易情形: 不適用 27.資金來源: 不適用 28.其他敘明事項: 無。",2330
